word,phonetic,translation,part_of_speech
native,,a. 当地（人）的  n. 本地人，本国人,a
significant,,a. 有意义的；重大的，重要的,a
loyalty,,n. 忠诚，忠心,n
conditioner,,n. 护发素，护发剂；调节物；调节器，调节装置,n
reduce,,v. 减少，缩小；简化,v
controversy,,n. 争论，辩论，论战,n
service,,n. 服务，帮助；公共设施，公用事业；维修，保养；行政部门，服务机构  vt. 维修，保养,n
dwell,,vi. 居住；栖身,v
sensation,,n. （感官的）感觉能力；感觉，知觉；轰动，引起轰动的事件（或人物）,n
scrap,,n. 碎屑  vt. 废弃；抛弃,n
anxious,,a. 渴望的；忧虑的,a
recipient,,n. 接受者,n
identical,,a. 完全相同的，同一的,a
clay,,n. 泥土，黏土,n
rival,,n. 竞争者，竞争对手；可与匹敌的人（或物）  a. 竞争的，对抗的  vt. 与……竞争；与……匹敌，比得上；竞争，对抗,n
tropospheric,,a. 对流层的,a
attraction,,n. 爱慕，吸引；吸引力；具有吸引力的事（或人）,n
earthwork,,n. 土方（工程）,n
surround,,vt. 围绕；包围,v
impression,,n. 印象，感想；印记，压痕,n
horrify,,vt. 使恐惧，使惊骇；使震惊；使感到厌恶,v
introduction,,n. 介绍；传入，引进；导言，绪论,n
compact,,a. 紧密的，结实的；简明的；紧凑的  vt. 使紧凑，压缩,a
enquire,,v. 打听，询问；查问，调查,v
onwards,,ad. 向前地，前进地,ad
memorandum,,n. 备忘录，摘要,n
rectangular,,a. 长方形的，矩形的,a
kidney,,n. 肾，肾脏,n
standpoint,,n. 立场；观点,n
curative,,a. 有疗效的；医疗的,a
predominantly,,ad. 主要地；重要地；显著地,ad
clutch,,n. 离合器； [常 pl.] 控制  v. 企图抓；抓紧,n
combine,,v. 联合，结合,v
chart,,n. 图，图表；海图  vt. 记录；用图表表示；制图,n
asthma,,n. 哮喘症,n
signature,,n. 签名，签字；签署,n
occasion,,n. 时刻，时候；场合；重大（或特殊）活动，盛会；时机，机会；起因，理由  vt. 引起，惹起,n
mineral,,n. 矿物，矿石,n
invaluable,,a. 无价的,a
recover,,v. 重新获得，重新得到；使复原，使康复；收回，换回,v
moderation,,n. 温和，中庸；适度，合理,n
documentation,,n. 文件证据，文献资料，文件,n
critical,,a. 批评的，评论的；危急的，紧要的；临界的；挑剔的,a
vocational,,a. 职业的，业务的,a
summary,,n. 摘要，概要  a. 概括的，简略的,n
remove,,vt. 排除，消除；搬迁，移动；开除，解除  n. 距离，间距,v
coffer,,n. 保险箱,n
bound,,a. 负有义务的；一定的，必然的,a
mercury,,n. 水银,n
trinket,,n. 小装饰品；不值钱的珠宝,n
expire,,v. 期满；终止,v
accessible,,a. 能接近的；易达到的,a
turbine,,n. 涡轮机，汽轮机,n
backbone,,n. 脊椎；骨干；支柱,n
attribute,,vt. 把……归于  /ˈætrɪbjuːt/ n. 属性；品质,v
magnitude,,n. 广大，巨大；重要，重要性；星体的亮度,n
compatible,,a. 兼容的；合得来的,a
entrepreneur,,n. 企业家；承包人,n
proposal,,n. 提议，建议；求婚,n
coach,,n. 教练；指导；长途汽车  vt. 训练；辅导,n
fatal,,a. 致命的；重大的；命中注定的；灾难性的,a
currency,,n. 货币；通用，流行,n
disapprove,,v. 不赞成，反对,v
complain,,v. 抱怨；投诉,v
audacious,,a. 大胆的；有冒险精神的；鲁莽的；厚颜无耻的,a
disrupt,,vt. 使中断；扰乱,v
tramp,,v. 跋涉；踩踏  n. 长途跋涉,v
pest,,n. 害虫,n
inflation,,n. 通货膨胀,n
statement,,n. 陈述；声明；报表,n
amount,,n. 总额  vi. 合计,n
given,,a. 规定的，特定的；假设的,a
advanced,,a. 先进的,a
milestone,,n. 里程碑；转折点,n
crank,,n. 曲柄，曲轴  vt. 用曲柄转动某物,n
lexicographer,,n. 词典编纂者,n
bunch,,n. 群，伙；束，串，捆  v. 集中，挤在一起；使成一束（或一群等）,n
costume,,n. 戏装；（特定场合穿的）成套服装,n
scare,,n. 惊恐，恐慌  v. 吓，使害怕；受惊吓，感到害怕,n
manipulate,,vt. 应付，处理；操纵，控制；影响,v
juvenile,,a. 少年的，少年特有的；幼稚的，不成熟的  n. 未成年人，少年,a
phenomenon,,n. 现象，迹象；非凡的人（或事物）,n
freight,,n. 货物  vt. 运送（货物）；货运,n
vulnerable,,a. 易受攻击的，易受伤的,a
steam,,n. （蒸）汽，汽雾  v. 发出蒸汽；（火车、轮船）行驶；用蒸汽开动,n
valuable,,a. 贵重的，有价值的  n. 贵重物品，财宝,a
presumably,,ad. 推测起来，大概,ad
sanctuary,,n. 圣堂，圣殿，圣坛；圣地；庇护所，避难所；禁猎区，动物保护区,n
arithmetic,,n. 算术,n
request,,n./vt. 要求；请求,n
dash,,v. 飞奔，猛冲；猛掷；使破灭，使沮丧  n. 飞奔，猛冲；破折号；精力，干劲,v
treatment,,n. 治疗；对待,n
coarse,,a. 粗的；粗糙的；粗劣的,a
insecure,,a. 不安全的，不可靠的,a
linen,,n. 亚麻织品；亚麻布,n
inspiration,,n. 启示，灵感；鼓舞人心的人（或事），激励,n
generous,,a. 慷慨的；大量的,a
cultivate,,vt. 种植；培养,v
campaign,,vi. 参加活动；作战  n. 战役；活动,v
disorder,,n. 混乱；失调，紊乱，疾病,n
spot,,vt. 认出，发现；看见，注意到  n. 地点，处所；斑点，污点；少量,v
outcome,,n. 结果，成果；后果；结局；出口，输出量,n
aggravate,,vt. 恶化，加重，加剧,v
deception,,n. 欺骗；诡计,n
sharpen,,v. 削尖，磨快；使敏锐，使敏捷,v
practical,,a. 实际的，实用的；实践的，应用的,a
pliable,,a. （指人或思想）容易受影响的；顺从的；易弯的，柔韧的,a
disposal,,n. 处理，处置；布置，安排,n
subsidiary,,n. 子公司；附属机构；支流  a. 次要的；辅助的，附设的,n
cautious,,a. 十分小心的，谨慎的,a
pattern,,n. 样式；模式  vt. 构成图案；使形成，促成,n
terrain,,n. 地形，地势,n
darkroom,,n. 暗室,n
kneel,,vi. 跪,v
overwhelm,,vt. 征服；淹没,v
contempt,,n. 轻视，鄙视，不尊重；蔑视,n
recognize,,vt. 认出；承认，认可,v
badge,,n. 徽章；标记；象征,n
economic,,a. 经济的；经济上的，经济学的,a
feeble,,a. 虚弱的；无效的,a
virtue,,n. 美德；优点,n
fibre,,n. 纤维,n
suburb,,n. 郊区,n
pulverise,,vt. 碾磨成粉，粉碎,v
fertilise,,vt. 使肥沃，使多产；施肥于；使受精,v
ration,,n. 配给量，定量；给养，口粮  vt. 配给，定量供应,n
debt,,n. 债，债务,n
attractive,,a. 吸引的，有吸引力的；引起注意的,a
conquest,,n. 征服；战利品,n
sophisticate,,n. 久经世故的人；精通者,n
snap,,v. 咔嚓折断，啪地绷断；（啪的一声）打开（或关上）；咬；厉声说话，怒声责斥  n. 咔嚓声  a. 突然的，匆忙的,v
express,,vt. 表达，表示  a. 特快的，快速的；明确的  n. 快车，快运，快递,v
identifiable,,a. 可辨认的，可识别的；可确定的，可证明是同一的,a
nominal,,a. 名义上的；（金额、租金等）微不足道的,a
acquire,,vt.  取得，获得,v
graphology,,n. 笔迹学，笔相学,n
register,,n. 注册，登记；登记表  v. 注册，登记,n
extremely,,ad. 极端地；非常地,ad
rot,,n. 腐烂  v. （使）腐烂,n
ambulance,,n. 救护车；野战医院,n
miserable,,a. 悲惨的，痛苦的；令人难受的,a
continuous,,a. 连续的，不断的,a
divide,,v. 分开，分隔；分配，分享；除（以）  n. 分歧，差异；分界线，分水岭,v
gross,,a. 总的，毛的,a
cloakroom,,n. 衣帽间； <英> 洗手间,n
short-term,,a. 短期的,a
refusal,,n. 拒绝,n
coupon,,n. 优惠券；票证；配给券；参赛表，订货单,n
tome,,n. 册，大部头书；（有学术价值的）巨著,n
toxin,,n. 毒素，毒质,n
simultaneously,,ad. 同时地,ad
ridiculous,,a. 荒谬的；可笑的,a
chip,,n. 碎片；芯片；瑕疵  v. 削（或凿）下（屑片或碎片）,n
polish,,v. 磨光，擦亮；使优美，润饰  n. 擦光剂，上光蜡,v
wonder,,v. 诧异，奇怪；纳闷，想知道  n. 惊奇，惊异；奇迹，奇事,v
scholarship,,n. 奖学金；学问，学识,n
familiarise,,vt. 使熟悉，使通晓；使家喻户晓,v
expectancy,,n. 期待，期望；预期数额（如寿命等）,n
shilling,,n. 先令,n
blueprint,,n. 蓝图；方案,n
interplay,,vi./n. 相互作用，相互影响,v
convenient,,a. 方便的，便利的；适宜的,a
genuine,,a. 真正的；真实的,a
attentive,,a. 注意的，专心的；关心的，体贴的；留意的,a
observation,,n. 观察，观测；监视；评述，评论,n
personal,,a. 个人的，私人的；亲自的，本人的；身体的，人身的,a
vitality,,n. 生命力，活力,n
requirement,,n. 需要，需求，要求；需要的东西；必要条件,n
advisable,,n. 可取的，适当的；明智的,n
bankrupt,,a. 破产的,a
deplete,,vt. 倒空；（使）枯竭；消耗,v
influence,,vt. 影响  n. 影响力；产生影响力的人,v
fantasy,,n. 想像,n
tragic,,a. 悲惨的；悲剧（性）的,a
splint,,n. 细木梗；[医] （用于固定受伤肢体的）夹板  vt. 用夹板夹,n
foam,,n. 泡沫；泡沫材料  vi. 起泡沫,n
occupation,,n. 占领；职业；消遣,n
format,,vt. 使格式化  n. 安排，计划；版式；格式,v
bachelor,,n. 学士；单身汉,n
typhoon,,n. 台风,n
appointment,,n. 约会,n
slope,,n. 斜坡；倾斜  vi 倾斜,n
complex,,n. 综合体，集合体；建筑群；情结  a. 合成的，综合的；复杂的，难懂的,n
overhead,,a. 在头顶上的；高架的  n. 天花板；企业管理费用  /ˏəuvəˈhed/ ad. 在空中，在头顶上，在高处,a
population,,n. 人口,n
prey,,n. 猎物，捕获物；牺牲品，战利品  vi. 捕食；折磨，使烦恼；掠夺,n
catalogue,,n. 目录；系列  vt. 编目录；记载,n
prerequisite,,n. 先决条件，前提；必备条件  a. 必备的,n
assessment,,n. 判定，评定；核定的付款额；看法，评价,n
suggest,,v. 建议，提出；暗示,v
volt,,n. 伏特,n
weed,,n. 杂草,n
screw,,v. 用螺钉固定  n. 螺丝（钉）,v
enlighten,,vt. 启发；开导；阐明,v
textile,,n. 纺织品,n
hesitate,,vi. 犹豫；不情愿,v
tutor,,v. （给……）当家庭教师  n. 导师；家庭教师,v
topsoil,,n. 表层土,n
background,,n. 背景；经历；后台；不重要或不引人注目的地方,n
impossible,,a. 不可能的，办不到的,a
surgeon,,n. 外科医生,n
promise,,n./v. 允诺，保证；预兆，预示,n
battery,,n. 电池（组），蓄电池（组）,n
thunder,,n. 雷；雷声  v. 打雷；轰隆响,n
delicate,,a. 纤细的；精巧的；微妙的,a
account,,v. 说明，解释；（在数量、比例方面）占；导致  n. 账，账户；叙述，说明,v
booklet,,n. 小册子,n
layout,,n. 布局，安排，设计,n
venture,,v. 敢于去；拿……冒险，冒……的险  n. 风险投资，（商业等的）风险项目,v
shrink,,v. （使）收缩；萎缩,v
gland,,n. 腺,n
curriculum,,n. 课程，（学校等的）全部课程,n
shortage,,n. 不足，缺少,n
accreditation,,n. 证明合格，鉴定合格,n
clerk,,n. 办事员；职员,n
attach,,v. 系，贴；认为有重要性（或意义，价值等）；使附属，附加,v
flip,,v. 轻抛；轻弹,v
comment,,n. 注释，评论，意见  v. 注释，评论,n
emphasize,,vt. 强调，着重,v
flame,,n. 火焰；强烈的感情  v. 发火焰，燃烧,n
foresee,,vt. 预见，预知,v
historic,,a. 有历史意义的；历史的，历史性的,a
provision,,n. 供应，（一批）供应品；准备，预备；条款，规定；给养，口粮,n
president,,n. 总统，校长，会长，（大会）主席,n
internist,,n. 内科医生,n
reception,,n. 接收，接受；接待，招待会；接收效果,n
suspend,,vt. 吊，悬挂；推迟；暂停，中止,v
explorer,,n. 勘探者，探险者,n
untrustworthy,,a. 不值得信任的，靠不住的,a
prospective,,a. 预期的；未来的；可能的,a
percentage,,n. 百分比，百分率,n
clue,,n. 线索；提示,n
stammer,,n. 结巴，口吃  v. 口吃,n
hawk,,n. 鹰，隼,n
swamp,,vt. 淹没；使应接不暇  n. 沼泽,v
jealous,,a. 嫉妒的；猜疑的,a
favour,,n. 帮忙；偏爱；赞同；恩惠  vt. 赞同；较喜欢，偏袒；有利于,n
fickle,,a. 易变的，无常的,a
uphill,,ad. 向上，往上；上坡；艰难地,ad
succeed,,v. 成功；接着发生,v
gender,,n. 性别；（语法中的）性,n
consecutive,,a. 连续不断的，连贯的,a
diversion,,n. 转向，转移，转换；转移视线的事物；娱乐,n
donate,,vt. 捐赠，赠送,v
defence,,n. 防御，保护；辩护；答辩； [pl.] 防务工事,n
volume,,n. 卷，册；体积；音量,n
refund,,n. 退款  /riːˈfʌnd/ vt. 退还（钱款），偿付,n
regardless,,ad. 不顾后果地；无论如何,ad
emboss,,vt. 使……凸出；压花（纹）,v
internationalist,,n. 国际主义者  a. 国际主义者的,n
scatter,,v. （使人或动物）散开，驱散；撒；撒播,v
appetite,,n. 食欲，胃口；欲望,n
prevail,,vi. 流行，盛行；占优势，战胜,v
glossary,,n. 词汇表；术语表,n
consolidation,,n. 合并；巩固,n
goodwill,,n. 友好，善意；信誉,n
amass,,vt. 积聚,v
federal,,a. 联邦的，联盟的,a
consideration,,n. 考虑；思考；体谅,n
grip,,v. 握紧，抓牢；吸引住……的注意力（或想象力等）  n. 紧握，抓牢；掌握，控制,v
mansion,,n. 大厦；（豪华的）宅邸,n
galaxy,,n. [the G-] 银河；星系；群英,n
route,,n. 路线；路程,n
deficiency,,n. 缺乏，不足,n
opposite,,prep. 在……对面  a. 对面的，对立的；相反的，相对的  n. 对立面，对立物,p
sensational,,a. 轰动性的，引起哗然的；耸人听闻的；极好的；绝妙的,a
participation,,n. 分享；参与,n
relief,,n. （痛苦等）减轻，解除；援救，救济；安慰；缓和剂,n
cultivation,,n. 耕种，耕作；培养，教育,n
pretension,,n. 声称，自命；自负，自命不凡,n
harness,,vt. 控制，利用；上马具  n. 马具,v
bent,,a. 被弄弯的，弯曲的  n. 爱好，天赋,a
dormitory,,n. （集体）宿舍,n
stitch,,vt. 缝，缝合  n. 一针，针脚,v
manual,,n. 手册，指南  a. 手的，手工的，体力的,n
mite,,n. 极小量；螨虫,n
burglar,,n. 窃贼,n
scheme,,n. 计划，方案；体系，体制；阴谋  v. 计划，策划；密谋,n
addition,,n. 加，增加（物）,n
sensory,,a. 感觉的，感官的,a
grove,,n. 树丛，小树丛,n
materialistic,,a. 唯物主义的；物质享乐主义的，贪图享乐的,a
detach,,v. 分开，分离；分遣,v
torrent,,n. 洪流；爆发；（讲话等的）连发,n
clarify,,vt. 澄清；阐明,v
thirsty,,a. 口渴的；饥渴的,a
inspect,,vt. 检查，检阅,v
seam,,n. 缝，接缝；煤层,n
agriculture,,n. 农业；农学,n
microcosm,,n. 微观世界；缩影,n
surgery,,n. 外科学；外科手术；手术室，诊疗室,n
catastrophe,,n. 大灾难,n
overwork,,v. 使劳累过分；对……使用过度；滥用（词等）  n. 过重的工作；工作过度,v
parental,,a. 父的；母的；父母（般）的,a
sediment,,n. 沉淀物；沉积物（如沙、砾、石、泥等）,n
various,,a. 各种各样的；不同的；多方面的,a
resit,,v./n. 重修，补考,v
menace,,n. 威胁；危险的人（或物）  vt. 威胁到，危及,n
contain,,vt. 包含，容纳，装有；控制，阻止，遏制,v
fasten,,v. 扎牢，扣住,v
establish,,vt. 建立；确立；安置，使安居,v
position,,n. 位置，方位；职位，职务；姿势，姿态；见解，立场  vt. 安放，安置,n
simulate,,vt. 模仿，模拟；假装，伪装；扮演,v
scratch,,n. 划伤，抓痕  v. 抓，掻；划破，划损,n
flexitime,,n. 弹性工作制,n
assist,,v. 帮助，援助，协助,v
mammal,,n. 哺乳动物,n
illegal,,a. 不合法的，违法的,a
ultimately,,ad. 最终地,ad
sinew,,n. 肌腱；力量的来源,n
artificial,,a. 人工的，人造的；假的，矫揉造作的；模拟的,a
veil,,n. 面纱；遮蔽物  vt. 蒙着面纱；掩饰,n
tend,,v. 倾向于，趋于；照料；招待,v
removal,,n. 除去；免职；搬迁,n
parallel,,n. 可相比拟的事物（或人），相似处；纬线  a. 平行的；类似的，相对应的；并行的  vt. 与……相似；比得上,n
compel,,vt. 强迫,v
immediately,,ad. 立即，马上；紧接地；直接地,ad
institute,,n. 研究所，学院  vt. 建立，设立,n
serial,,n. 连续剧  a. 连续的；顺序排列的,n
oversee,,vt. 监督，监视（某人或某物）；俯瞰，眺望,v
reinforce,,vt. 加强；增援,v
commitment,,n. 委托；许诺；承担义务,n
donation,,n. 捐款；捐赠,n
curious,,a. 好奇的；奇怪的,a
jungle,,n. 丛林,n
overdraft,,n. 透支；透支额,n
optical,,a. 视力的；光学的,a
otherwise,,ad. 另样，用别的方法；在其他方面  conj. 要不然，否则,ad
possession,,n. 持有，拥有；所有权；所有物，财产，财富；领土,n
however,,conj. 不管用什么方法，然而  ad. 无论如何，不管怎样；可是；仍然,c
retail,,n. 零售  v. 零售，以……价格销售,n
cultural,,a. 文化的，人文的,a
morality,,n. 道德，美德,n
transaction,,n. 办理；处理；交易，业务； [pl.] 会报，学报,n
twofold,,a. 两位的，双重的；两部分的  ad. 两倍地，双重地,a
solution,,n. 解答，解决办法；溶解，溶液,n
embassy,,n. 大使馆；大使馆全体官员,n
remark,,v. 评论，谈论；注意到，察觉  n. 评语，评论；注释,v
delay,,n./v. 耽搁，延迟，延期，迟滞,n
congress,,n. （代表）大会；（美国等国的）国会，议会,n
germ,,n. 微生物，细菌；起源，萌芽,n
fashion,,n. 方式；流行款式；时装,n
carousel,,n. 行李式传送带,n
splash,,v. 溅；泼,v
beforehand,,ad. 预先，事先,ad
spade,,n. 铁锹,n
filter,,n. 过滤器  v. 过滤；（消息等）走漏,n
aspect,,n. 方面；（建筑物的）朝向，方向；外貌，外观样子,n
objection,,n. 反对；反对的理由,n
tunnel,,n. 隧道；地道  v. 挖（地道），开（隧道）,n
contrast,,n. 对比；对照  /kənˈtrɑːst/ v. 对比；对照；形成对比,n
effect,,n. 作用，影响；结果；效果  vt. 使产生，招致；实现,n
parcel,,n. 包裹,n
distance,,n. 距离；远方；一长段时间,n
stem,,n. 茎；（树）干；词干  vt. 止住，抑止，堵住，阻止,n
normal,,a. 正常的，平常的；标准的，规范的，正规的,a
sincere,,a. 真挚的，诚挚的，真诚的，诚恳的,a
summarise,,v. 总结，概括,v
foetus,,n. 胎儿；胚胎,n
merge,,v. （使）结合,v
aware,,a. 知道的；意识到的,a
label,,vt. 贴标签于  n. 标签，标记；称号；绰号，外号,v
guarantee,,v. 保证；允诺  n. 保证；担保物,v
interrelationship,,n. 相互关联，相互影响,n
stationery,,n. 文具,n
limestone,,n. 石灰石，石灰岩,n
impulse,,n. 冲动，突如其来的念头；刺激，驱使；脉冲,n
wax,,n. 蜡；蜂蜡  v. 给……上蜡，给……打蜡；（月亮）渐圆，渐满,n
incapacitate,,vt. 使无能力；使伤残；使不适合；使无资格,v
appear,,v. 出现，显露，公开露面；出场，问世；仿佛，似乎,v
check,,v. 检查，核对；阻止，制止  n. 检查，核对；制止，抵制；支票，帐单,v
collect,,v. 收集，搜集；领取，接走；收（税等）；聚焦；积累,v
attract,,vt. 吸引，招引，引诱，引起（注意等）,v
describe,,vt. 描述，描写，形容,v
chunk,,n. 大块；相当大的部分（或数量）,n
agency,,n. 机构；代理，代办,n
blend,,v. （使）混合，（使）混杂  n. 混合物；混合，交融,v
conceive,,v. （构）想出，构想，设想；怀孕,v
affect,,v. 影响；感染,v
frustrate,,vt. 使沮丧；挫败,v
extend,,v. 延长；扩大,v
introduce,,vt. 介绍；传入，引进；提出；采用，推行,v
advice,,n. 劝告，忠告；建议，（医生等的）意见,n
attitude,,n. 态度，看法；姿势,n
deliver,,v. 交付，递送；发表，表达；释放；接生,v
course,,n. 过程，进程；路线，方针；跑道；课程  v. 追猎；运行；流动,n
match,,n. 火柴；比赛，竞赛；对手，敌手  v. 匹配，相称,n
employ,,n./vt. 雇用；用，使用,n
pedal,,v. 骑车；踩踏板  n. 踏板,v
resident,,n. 居民，住户  a. 常驻的，居住的,n
optometrist,,n. 验光师，视力测定者,n
degrade,,v. （使）降级；（使）堕落；（使）降解；（使）退化,v
particle,,n. 极少量；微粒,n
downpour,,n. 暴雨,n
telescope,,n. 望远镜,n
transport,,n. 运输，运送；运输系统，运载工具  /trænˈspɔːt/ vt. 运输，运送，搬运,n
prepare,,v. 准备，预备,v
registration,,n. 登记，注册；（邮件等的）挂号；登记或注册的项目,n
chaos,,n. 混乱,n
gorge,,v. 狼吞虎咽，塞饱  n. 山峡，峡谷,v
recreational,,a. 消遣的，娱乐的；游戏的,a
systematic,,a. 系统的，体系的,a
subtropical,,a. 亚热带的,a
detract,,v. 去掉，减损,v
seal,,vt. 封，密封  n. 封铅，封条；印，图章；海豹,v
depress,,vt. 使沮丧；使不景气；降低，减少,v
scarce,,a. 缺乏的，不足的；稀少的，罕见的,a
evidence,,n. 根据，证据 ；形迹，迹象,n
besides,,prep. 除……之外  ad. 而且,p
waterproof,,a. 不透水的；防水的,a
exclusive,,a. 奢华的；独有的；排他的  n. 独家新闻,a
majority,,n. 多数，大多数,n
despite,,prep. 不管，尽管,p
dissolve,,v. 溶解；解散；结束,v
release,,vt. 释放，解放；发表，发行  n. 释放；发表，发布；排放，泄露,v
deploy,,vt. 部署；使用，运用,v
original,,a. 最初的，原始的；新颖的，有独创性的  n. 原物，原作,a
branch,,n. 树枝；分部，分科,n
chancellor,,n. 大臣；总理；首席法官；大学校长,n
vertical,,a. 垂直的；竖式的  n. 垂直线,a
herbivore,,n. 食草动物,n
flat,,a. 平的；（价格）固定的  n. 单元住宅,a
occasionally,,ad. 有时候，偶尔,ad
harridan,,n. 凶恶的老妇；老巫婆,n
accommodation,,n. 住处，膳宿；适应，调节,n
static,,n. 静电；[-s] 静力学  a. 静止的，静态的；呆板的,n
section,,n. 部分；部门；截面,n
scale,,n. 规模，大小； [pl.] 天平，磅秤；刻度，标度；（鱼等的）鳞；（音乐）音阶；等级，级别；比例（尺）  vt. 攀登，爬越,n
constantly,,ad. 经常；不断地,ad
ailment,,n. （不严重的）疾病,n
adhere,,vi. 黏附；遵守；坚持,v
extracurricular,,a. 课外的,a
propel,,vt. 推进，推动；驱使,v
posture,,n. 姿势；心情；态度,n
overseas,,a. 在海外的  ad. 在海外,a
industrialise,,v. （使）工业化,v
empire,,n. 帝国,n
mechanic,,n. 机修工； [-s] 力学，机械学,n
fracture,,n. 断裂，折断；骨折  v. （使）断裂,n
glacial,,a. 冰期的；冰川的；寒冷的，冰冷的；冷若冰霜的,a
badminton,,n. 羽毛球,n
dock,,v. （使）靠码头  n. 码头,v
argument,,n. 争吵，争论；观点，论据；说理，论证,n
chase,,v. 追捕；追求；雕镂,v
brochure,,n. 小册子；说明书,n
convince,,vt. （使）确信；说服,v
teem,,vi. 倾泻；充满，遍布,v
confront,,vt. 遭遇；面对，正视,v
exhibition,,n. 展览（会）；陈列，展览,n
whereas,,conj. 然而，但是,c
oak,,n. 橡树，橡木,n
additional,,a. 附加的；追加的,a
overlapping,,a. 重叠的；共通的,a
poultry,,n. 家禽；禽肉,n
pregnancy,,n. 怀孕；怀孕期,n
confirmation,,n. 证实，确认；批准,n
unquote,,v. 结束引语,v
embezzlement,,n. 贪污，盗用,n
acrobatic,,a. 杂技的；杂技般的；杂技演员,a
numerous,,a. 众多的,a
balcony,,n. 阳台；楼座,n
postgraduate,,n. 研究生,n
well-being,,n. 安宁；福利,n
prime,,a. 首要的；最好的,a
settle,,v. 定居，安家；解决，调停；安排，安放；支付，结算；安置于；（鸟等）飞落，停留，栖息,v
fallow,,a. （土地）休耕的；休闲的,a
troupe,,n. （演出的）班子，团，队；（尤指）马戏团，芭蕾舞团,n
premise,,n. 前提，假设； [pl.] （企业、机构等使用的）房屋和地基，经营场址,n
discerning,,a. 有识别力的，眼光敏锐的,a
niggle,,v. 拘泥小节；挑剔，吹毛求疵；为小事操心；不断地烦扰,v
prospectus,,n. 内容说明书，简章，简介,n
liaise,,vi. 做联络人；联络，联系,v
excavation,,n. 挖掘，发掘；出土文物,n
continental,,a. 欧洲大陆的；大陆性的  n. 欧洲大陆人,a
modernism,,n. 现代主义,n
artery,,n. 动脉；干线，要道,n
premium,,a. 高级的，优质的；售价高的  n. （投保人向保险公司支付的）保险金；额外费用，加付款；奖品，赠品；额外津贴,a
glamor,,n. 魅力；诱惑力,n
barbecue,,n. 金属烤肉架；烧烤野餐,n
material,,n. 材料；素材  a. 物质的；重要的,n
adapt,,v. 使适合；改编；适应,v
gullibly,,ad. 轻信地，易受欺骗地,ad
succession,,n. 连续；接替，继承,n
sift,,v. 细查；筛；过滤,v
spark,,n. 火花,n
sympathy,,n. 同情；赞同，支持,n
chill,,v. （使）变冷，冷藏  n. 寒意；寒战；寒心  a. 寒冷的；扫兴的,v
multinational,,a. 多国的，多民族的；跨国公司的  n. 跨国公司,a
exposure,,n. 暴露；显露；接触；曝光,n
fierce,,a. 凶猛的；强烈的,a
crime,,n. 罪行；犯罪,n
constitute,,v. 组成；构成；设立，成立,v
deceive,,v. 欺骗，蒙骗,v
haul,,vt. 用力拖；搬运,v
emission,,n. （光、热等的）散发；散发物,n
procession,,n. 队伍，行列,n
bistro,,n. 小酒馆；小餐馆,n
crash,,v. 碰撞；冲，闯；倒下，坠落；发出撞击（或爆裂）声；垮台，破产  n. 碰撞；坠落，坠毁；破裂声，撞击声  a. 速成的,v
pearl,,n. 珍珠,n
workforce,,n. 受雇的或现有的工作人员总数；劳动人口,n
surpass,,v. 超过，超越，优于，胜过；超过……的界限，非……所能办到（或理解）,v
sociology,,n. 社会学,n
violent,,a. 暴力的；带有强烈感情的；猛烈的,a
frock,,n. 上衣；连衣裙,n
epidemic,,a. 流行性的  n. 流行病,a
grab,,v./n. 抓，夺,v
statue,,n. 塑像,n
appliance,,n. 用具，器具,n
facility,,n. [pl.] 设备，设施；便利条件,n
consolation,,n. 安慰；慰问,n
texture,,n. 质地，纹理；口感,n
assumption,,n. 假定，假设；担任，承担,n
dissatisfied,,a. 不满意的，不满足的,a
simultaneous,,a. 同时的，同时发生的，同时存在的；同步的,a
sundial,,n. （通过太阳知道时间的）日规；日晷（仪）,n
toxic,,a. 有毒的；中毒的,a
utilise,,vt. 利用，运用,v
conformity,,n. 符合，一致,n
overrate,,vt. 对……评价过高，高估,v
dormant,,a. 休眠的；静止的；隐匿的,a
displace,,vt. 取代；迫使（人们）离开家园；撤职，使失业,v
embrace,,v./n. 拥抱；包括；欣然接受,v
engrave,,vt. （在……上）雕刻；（使）铭记,v
disrespectful,,a. 失礼的，无礼的,a
invade,,v. 侵犯，侵入，侵略，侵袭,v
arcade,,n. 拱廊，有拱廊的街道,n
commentary,,n. （尤指电台或电视台所作的）实况报道，现场解说；注释，解释；批评；评价,n
recreate,,vt. 再现，再创造,v
mock,,a. 假的；模拟的  n. 嘲弄；模仿，仿制品  v. 嘲笑，嘲弄,a
territory,,n. 领土，版图；领域，范围,n
prohibit,,v. 禁止，阻止,v
shipment,,n. 装运，运输；装载（或运输）的货物，装货量,n
calendar,,n. 日历；月历；日程表,n
magic,,n. 魔法，法术；魅力，魔力  a. 有魔力的，神奇的,n
slip,,v. 滑到，失足；减退；摆脱，闪开；塞入  n. 差错，疏漏；滑到；纸片,v
shatter,,v. （使）破碎，碎裂；给予极大打击,v
truce,,n. 休战（协定）,n
discount,,n. （价格、债款等）折扣   /dɪsˈkaunt/ vt. 给……打折；漠视，低估,n
tough,,a. 难对付的；健壮的；（肉等食物）老的,a
volunteer,,v. 自愿做，无偿做  a. 志愿的，义务的，无偿的  n. 志愿的,v
eruption,,n. （火山、战争等）爆发；（疾病）发作,n
pension,,n. 养老金，抚恤金；年金,n
assignment,,n. 任务，工作,n
assign,,vt. 指派，分配；指定,v
