word,phonetic,translation,part_of_speech
quite,,很；相当；完全,adv
high,,高的；高级的；崇高的；高音调的 n. 高水平；天空；由麻醉品引起的快感；高压地带 adv. 高；奢侈地,adj
army,,陆军；军队,n
silly,,愚蠢的；不明事理的；没头脑的 n. 傻瓜,adj
airline,,航空公司；航线 adj. 航线的,n
bright,,明亮的；鲜明的；聪明的；愉快的 adv. 明亮地；光明地；欢快地 n. 车头灯光,adj
than,,比（用于形容词、副词的比较级之后）；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后） prep. 比；超过 n. (Than)人名；(老、柬、德)坦；(缅)丹,conj
japan,,日本（东亚国家名）,n
captain,,队长；首领；船长；上尉；海军上校 v. 指挥；率领,n
whenever,,每当；无论何时 adv. 不论何时；随便什么时候,conj
road,,公路；马路；道路；手段 vt. （狗）沿臭迹追逐（猎物） adj. （美）巡回的,n
fourteen,,十四；十四个；第十四 n. 十四的记号；十四岁；十四点钟；十五世纪,num
trip,,绊倒；远足；犯错误；轻快地走 n. 旅行；绊倒；差错,v
bike,,自行车；脚踏车 v. 骑自行车（或摩托车）,n
robot,,机器人；遥控设备；自动机械；机械般工作的人,n
sale,,销售；出售；拍卖；销售额；廉价出售,n
symbol,,象征；符号；标志,n
weekend,,周末；周末休假；周末聚会 adj. 周末的；周末用的 v. 度周末,n
warm,,温暖的；热情的 v. 同情；激动；变温暖 n. 取暖；加热,adj
dollar,,美元,n
useless,,无用的；无效的,adj
cancer,,癌症；恶性肿瘤,n
there,,在那里；在那边；在那点上 int. 你瞧 n. 那个地方,adv
blood,,血；血液；血统 v. 从…抽血；使先取得经验,n
separate,,使分离；使分开；使分居 adj. 单独的；分开的；不同的；各自的；分开；抽印本,"v,n"
situation,,情况；形势；处境；位置,n
yourselves,,你们自己；你们本人（yourself的复数）,pron
nobody,,无人；没有人；没有任何人 n. 无名小卒；小人物,pron
horse,,马；骑兵；脚架；海洛因 v. 使骑马；系马于；捉弄,n
pleasant,,令人愉快的；舒适的；讨人喜欢的；和蔼可亲的 n. (Pleasant)人名；(英)普莱曾特,adj
lock,,锁；锁上；隐藏 n. 锁；水闸；刹车,v
eraser,,橡皮；擦除器；[计] 清除器,n
shower,,淋浴；（倾泻般出现的）一阵；一大批；阵雨 v. 大量地给予；把……弄湿,n
reply,,回答；[法] 答辩；回击 n. 回答；[法] 答辩,v
raincoat,,（美）雨衣,n
sixth,,月的第六日；（与the连用的）第六个；六分之一 adj. （与 the 连用）第六的；第六个的；六分之一的,n
regret,,遗憾；抱歉；悲叹 v. 后悔；惋惜；哀悼,n
dress,,给…穿衣 n. 连衣裙；女装,v
crazy,,疯狂的；狂热的；着迷的,adj
learn,,学习；得知；认识到,v
ice,,冰；冰淇淋；矜持；（俚）钻石 v. 冰镇；结冰 adj. 冰的,n
treasure,,财富；财产；财宝；珍品 v. 珍爱；珍藏,n
page,,页；记录；大事件；时期；男侍者 v. 给…标页码,n
plastic,,塑料的；（外科）造型的；可塑的 n. 塑料制品；整形；可塑体,adj
rain,,雨；下雨；雨天；雨季 v. 下雨；降雨,n
hotel,,旅馆；饭店；客栈 vt. 使…在饭店下榻 vi. 进行旅馆式办公,n
noodle,,面条；笨蛋,n
riddle,,解谜；给出谜；充满于 n. 谜语；粗筛；谜一般的人、东西、事情等,v
thirteen,,十三；十三岁；十三个 num. 十三 adj. 十三的；十三个的,n
least,,最小的；最少的（little的最高级） adv. 最小；最少 n. 最小；最少,adj
guard,,守卫；警戒；护卫队；防护装置 v. 警惕,n
couple,,对；夫妇；数个 v. 结合；成婚,n
describe,,描述；形容；描绘,v
air,,空气；大气；天空；样子；曲调 v. 使通风；晾干；夸耀,n
hate,,憎恨；厌恶；遗憾 n. 憎恨；反感,v
small,,少的；小的；微弱的；几乎没有的；不重要的；幼小的 adv. 小小地；卑鄙地 n. 小件物品；矮小的人,adj
sight,,视力；景象；眼界；见解 v. 看见；瞄准 adj. 见票即付的；即席的,n
avoid,,避免；避开；躲避；消除,v
science,,科学；技术；学科；理科,n
hungry,,饥饿的；渴望的；荒年的；不毛的,adj
present,,提出；介绍；呈现；赠送 adj. 现在的；出席的 n. 现在；礼物；瞄准,v
madam,,夫人；女士；鸨母,n
bathroom,,浴室；厕所；盥洗室,n
goat,,山羊；替罪羊（美俚）；色鬼（美俚）,n
pass,,及格；经过；护照；途径；传球 v. 经过；传递；变化；终止,n
boy,,男孩；男人,n
young,,年轻的；初期的；没有经验的 n. 年轻人；（动物的）崽；仔,adj
jeans,,牛仔裤；工装裤,n
model,,模型；典型；模范；模特儿；样式 v. 模拟；塑造；模仿 adj. 模范的；作模型用的,n
like,,喜欢；想；愿意 prep. 像；如同 adj. 同样的；相似的 n. 爱好；同样的人或物 adv. 可能 conj. 好像,v
push,,推动；增加；对…施加压力；逼迫；按；说服 n. 推；决心；大规模攻势；矢志的追求,v
happy,,幸福的；高兴的；巧妙的 n. (Happy)人名；(英、瑞典、喀)哈皮,adj
pronunciation,,发音；读法,n
twice,,两次；两倍,adv
toilet,,厕所；盥洗室；梳妆；打扮 vi. 梳妆；打扮 vt. 给…梳妆打扮,n
husband,,节约地使用（或管理） n. 丈夫,v
herself,,她自己（she的反身代词）；她亲自,pron
earth,,地球；地表；陆地；土地；土壤；尘事；俗事；兽穴 v. 把（电线）[电] 接地；盖（土）；追赶入洞穴,n
elder,,老人；长辈；年长者；父辈 adj. 年长的；年龄较大的；资格老的,n
flu,,流感,n
card,,卡片；纸牌；明信片 v. 记于卡片上,n
encourage,,鼓励；怂恿；激励；支持,v
wine,,酒；葡萄酒；紫红色 v. 喝酒,n
afternoon,,午后；下午,n
force,,力量；武力；军队；魄力 v. 促使；推动；强迫；强加,n
east,,东方；东风；东方国家 adj. 东方的；向东的；从东方来的 adv. 向东方；在东方,n
daily,,日常的；每日的 n. 日报；朝来夜去的女佣 adv. 日常地；每日；天天,adj
gun,,枪支；枪状物；持枪歹徒 v. 用枪射击；加大油门快速前进,n
remain,,保持；依然；留下；剩余；逗留；残存 n. 遗迹；剩余物；残骸,v
language,,语言；语言文字；表达能力,n
anywhere,,在任何地方；无论何处 n. 任何地方,adv
lesson,,教训；课 vt. 教训；上课,n
save,,节省；保存；储蓄；解救 prep. 除之外 n. 救援,v
cousin,,堂兄弟姊妹；表兄弟姊妹,n
granddaughter,,孙女；外孙女,n
class,,阶级；班级；种类；班；等级 v. 分类；把…分等级；把…归入某等级；把…看作（或分类、归类）；把…编入某一班级 adj. 极好的；很好的；优秀的；出色的,n
violin,,小提琴；小提琴手,n
me,,我（宾格） n. 自我；极端自私的人；自我的一部分,pron
sound,,听（诊）；测量；测…深；使发声；试探；宣告 n. 声音；语音；噪音；海峡；吵闹；听力范围；[医] 探条 adj. 健全的；健康的；合理的；可靠的；有效彻底的 adv. 彻底地；充分地,v
beef,,牛肉；肌肉；食用牛；牢骚 v. 抱怨；告发；发牢骚,n
market,,市场；行情；股票市场；市面；集市；销路；商店 v. 在市场上出售,n
airport,,机场；航空站,n
marry,,嫁；娶；与……结婚 n. (Marry)人名；(阿拉伯)马雷；(法)马里,v
pencil,,铅笔；笔状物 v. 用铅笔写；用眉笔涂,n
first,,第一；首先；优先；宁愿 n. 第一；开始；冠军 adj. 第一的；基本的；最早的 num. 第一,adv
thousand,,一千；一千个；许许多多 adj. 成千的；无数的,n
next,,然后；下次；其次 adj. 下一个的；其次的；贴近的 n. 下一个 prep. 靠近；居于…之后,adv
strange,,奇怪的；陌生的；外行的 adv. 奇怪地；陌生地；冷淡地 n. (Strange)人名；(英)斯特兰奇；(瑞典、塞)斯特朗格,adj
them,,他们；它们；她们 n. (Them)人名；(老)探,pron
twelve,,十二；十二个 num. 十二；十二个 adj. 十二的；十二个的,n
zero,,零点；零度 num. 零,n
ill,,生病的；坏的；邪恶的；不吉利的 adv. 不利地；恶劣地；几乎不 n. 疾病；不幸,adj
surface,,表面；表层；外观 adj. 表面的；肤浅的 v. 浮出水面,n
chemistry,,化学；化学过程,n
twenty,,二十；二十年代 num. 二十 adj. 二十的,n
suggestion,,建议；示意；微量；细微的迹象,n
sail,,航行；启航；开船 n. 帆；篷；航行,v
whether,,是否；不论 pron. 两个中的哪一个,conj
final,,最终的；决定性的；不可更改的 n. 决赛；期末考试；当日报纸的末版,adj
stay,,停留；坚持；暂住；停下 n. 逗留；停止；支柱,v
because,,因为,conj
interview,,接见；采访；面试；面谈 v. 采访；接见；对…进行面谈；对某人进行面试,n
state,,国家；州；情形 v. 规定；声明；陈述 adj. 国家的；州的；正式的,n
wheel,,车轮；方向盘；转动 v. 转动；使变换方向；给…装轮子,n
which,,哪/那一个；哪/那一些 adj. 哪一个；哪一些,pron
still,,仍然；更；静止地 adj. 静止的；不动的；寂静的；平静的；不起泡的 n. 寂静；剧照；蒸馏室 conj. 仍然；但是；尽管如此 v. 蒸馏；使…静止；使…平静下来,adv
create,,创造；创作；造成,v
in,,按照（表示方式）；从事于；在…之内 adv. 进入；当选；（服装等）时髦；在屋里 adj. 在里面的；时髦的 n. 执政者；门路；知情者,prep
worker,,工人；劳动者；职蚁,n
these,,这些 adj. 这些的,pron
solid,,固体的；可靠的；立体的；结实的；一致的 n. 固体；立方体,adj
shape,,形状；模型；身材；具体化 v. 形成；塑造；使成形；使符合,n
homework,,家庭作业；课外作业,n
chant,,圣歌；赞美诗 v. 唱；诵扬,n
relation,,关系；叙述；故事；亲属关系,n
date,,日期；约会；年代；枣椰子 v. 过时；注明日期；始于（某一历史时期）,n
drug,,药；毒品；麻醉药；滞销货 v. 使服麻醉药；使服毒品；掺麻醉药于,n
plate,,碟；金属板；金属牌；感光底片 v. 电镀；给…装甲,n
policy,,政策；方针；保险单,n
sea,,海；海洋；许多；大量,n
right,,正确的；直接的；右方的 v. 复正；恢复平稳 n. 正确；右边；正义 adv. 正确地；恰当地；彻底地,adj
percent,,百分比；百分率；部分；百分数 adj. 百分之…的 adv. 以百分之…地,n
corner,,角落；拐角处；地区；偏僻处；困境；窘境 v. 囤积；相交成角,n
form,,形式；形状；形态；外形；方式；表格 v. 构成；组成；排列；组织；产生；塑造,n
pity,,怜悯；同情；遗憾 v. 对……表示怜悯；对……感到同情,n
lunch,,午餐 v. 吃午餐；供给午餐,n
towel,,毛巾；手巾；[纸] 纸巾 v. 用毛巾擦,n
even,,[数] 偶数的；平坦的；相等的 adv. 甚至；即使；还；实际上 v. 使平坦；使相等 n. (Even)人名；(法)埃旺；(德)埃文；(英)埃文,adj
christmas,,圣诞节；圣诞节期间,n
weekday,,平日；普通日；工作日,n
so,,如此；这么；确是如此 conj. 所以；因此 pron. 这样 n. (So)人名；(柬)索,adv
sad,,难过的；悲哀的；令人悲痛的；凄惨的；阴郁的（形容颜色）,adj
dry,,干的；口渴的；枯燥无味的；禁酒的 v. 把…弄干 n. 干涸,adj
garden,,花园；菜园 v. 栽培花木,n
tiny,,微小的；很少的 n. (Tiny)人名；(葡、印)蒂尼,adj
can,,将…装入密封罐中保存 aux. 能；能够；可以；可能 n. 罐头；（用金属或塑料制作的）容器；（马口铁或其他金属制作的）食品罐头,v
mile,,英里；一英里赛跑；较大的距离,n
canada,,加拿大（北美洲国家）,n
off,,离开；脱落 adv. 切断；走开 adj. 远离的；空闲的,prep
allow,,允许；给予；认可,v
invite,,邀请；招待；招致 n. 邀请,v
thought,,思想；思考；想法；关心 v. 想；思考；认为（think的过去式和过去分词）,n
handsome,,（男子）英俊的；可观的；大方的；慷慨的；健美而端庄的,adj
housework,,家务事,n
myself,,我自己；我亲自；我的正常的健康状况和正常情绪,pron
april,,四月,n
balloon,,激增；膨胀如气球 n. 气球 adj. 像气球般鼓起的,v
sky,,天空；顶点 v. 把…投向空中；把…挂得过高,n
storm,,暴风雨；大动荡 v. 起风暴；横冲直撞；狂怒咆哮,n
biscuit,,小点心；饼干,n
down,,向下；下去；在下面 adj. 向下的 n. 软毛；绒毛；[地质] 开阔的高地 prep. 沿着；往下 v. 打倒；击败,adv
asian,,亚洲人 adj. 亚洲的；亚洲人的,n
bill,,[法] 法案；广告；账单；[金融] 票据；钞票；清单 v. 宣布；开账单；用海报宣传,n
enjoy,,欣赏；享受；喜爱；使过得快活,v
heart,,心脏；感情；勇气；心形；要点 vt. 鼓励；铭记 vi. 结心,n
south,,南方；南边；南部 adv. 在南方；向南方 adj. 南的；南方的,n
lively,,活泼的；生动的；真实的；生气勃勃的 n. (Lively)人名；(英)莱夫利,adj
rapid,,迅速的；急促的；飞快的；险峻的 n. 急流；高速交通工具；高速交通网,adj
frog,,青蛙；[铁路] 辙叉；饰扣 v. 捕蛙,n
control,,控制；管理；抑制；操纵装置 v. 控制；管理；抑制,n
toothache,,[口腔] 牙痛,n
clever,,聪明的；机灵的；熟练的,adj
raise,,提高；筹集；养育；升起 n. 高地；上升；加薪,v
lead,,领导；铅；导线；榜样 v. 领导；致使；引导；指挥 adj. 带头的；最重要的,n
deal,,处理；给予；分配；发牌 n. 交易；（美）政策；待遇；份量,v
package,,包；包裹；套装软件；[计] 程序包 adj. 一揽子的 v. 打包；将…包装,n
what,,什么；多么；多少 adj. 什么；多么；何等 adv. 到什么程度；在哪一方面 int. 什么；多么,pron
pig,,猪；猪肉 v. 生小猪；像猪一样过活,n
head,,头；头痛；上端；最前的部分；理解力 v. 前进；用头顶；作为…的首领；站在…的前头；给…加标题 adj. 头的；主要的；在顶端的,n
experience,,经验；经历；体验 v. 经验；经历；体验,n
punish,,惩罚；严厉对待；贪婪地吃喝,v
develop,,开发；进步；使成长；使显影,v
birthday,,生日；诞辰；诞生的日子,n
scientist,,科学家,n
fail,,失败；不及格；破产；缺乏；衰退 n. 不及格,v
swing,,摇摆；摆动；秋千；音律；涨落 v. 摇摆；转向；悬挂；大摇大摆地行走 adj. 旋转的；悬挂的；强节奏爵士音乐的,n
everyone,,每个人；人人 n. 每个人,pron
this,,这；这个；这里 adj. 这；本；这个；今 adv. 这样地；这么 n. (This)人名；(法)蒂斯,pron
milk,,牛奶；乳状物 v. 榨取；挤…的奶,n
waste,,浪费；废物；荒地；损耗；地面风化物 v. 浪费；消耗；使荒芜 adj. 废弃的；多余的；荒芜的,n
absent,,缺席的；缺少的；心不在焉的；茫然的 v. 使缺席,adj
tomorrow,,明天；未来 adv. 明天；未来地（等于to-morrow）,n
internet,,因特网,n
toothbrush,,牙刷,n
near,,近的；亲近的；近似的 adv. 近；接近 prep. 靠近；近似于,adj
body,,身体；主体；大量；团体；主要部分 v. 赋以形体,n
baby,,婴儿；婴孩；孩子气的人 v. 纵容；娇纵；把……当婴儿般对待 adj. 婴儿的；幼小的,n
ceiling,,天花板；上限,n
honest,,诚实的；实在的；可靠的；坦率的,adj
middle,,中间的；中部的；中级的；中等的 n. 中间；中央；腰部,adj
away,,离去；离开；在远处,adv
meaning,,意义；含义；意图 adj. 意味深长的 v. 意味；意思是（mean的ing形式）,n
evening,,晚上；傍晚；（联欢性的）晚会；后期 adj. 在晚上的；为晚上的；晚上用的 int. 晚上好（等于good evening）,n
beautiful,,美丽的,adj
gift,,礼物；天赋；赠品 v. 赋予；向…赠送,n
pork,,猪肉 vt. 与女子性交,n
try,,试图；努力；试验；审判；考验 n. 尝试；努力；试验,v
monkey,,猴子；顽童 v. 胡闹；捣蛋,n
famous,,著名的；极好的；非常令人满意的,adj
green,,绿色的；青春的 n. 绿色；青春 v. 使…变绿色,adj
line,,路线；航线；排；绳 v. 排成一行；划线于；以线条标示；使…起皱纹,n
factory,,工厂；制造厂；代理店,n
saturday,,星期六,n
trouble,,麻烦；烦恼；故障；动乱 v. 麻烦；使烦恼；折磨,n
careful,,仔细的；小心的,adj
cabbage,,卷心菜；甘蓝菜；洋白菜；（俚)脑袋；（非正式、侮辱）植物人（常用于英式英语）；（俚）钱；尤指纸币（常用于美式俚语）,n
winner,,胜利者,n
protect,,保护；防卫；警戒,v
correct,,改正；告诫 adj. 正确的；恰当的；端正的,v
want,,需要；希望；应该；缺少 n. 需要；缺乏；贫困；必需品,v
rest,,使休息；使轻松；把…寄托于 n. 休息；静止；休息时间；剩余部分；支架,v
difficult,,困难的；不随和的；执拗的,adj
accent,,口音；重音；强调；特点；重音符号 v. 强调；重读；带…口音讲话,n
oneself,,自己；亲自,pron
coal,,上煤；加煤 n. 煤；煤块；木炭,v
coin,,铸造（货币）；杜撰；创造 n. 硬币；钱币,v
real,,实际的；真实的；实在的 adv. 真正地；确实地 n. 现实；实数,adj
though,,可是；虽然；不过；然而 conj. 虽然；尽管 prep. 但,adv
divide,,划分；除；分开；使产生分歧 n. [地理] 分水岭；分水线,v
leaf,,叶子；（书籍等的）一张；扇页 v. 生叶；翻书页,n
fourth,,第四的；第四个的；四分之一的 n. 第四；月的第四日；四分之一 num. 第四,adj
treatment,,治疗；疗法；处理；对待,n
skill,,技能；技巧；本领；技术,n
their,,他们的；她们的；它们的 n. (Their)人名；(英)蒂尔；(芬、瑞典)泰尔,pron
danger,,危险；危险物；威胁,n
cross,,交叉；十字；十字架；十字形物 v. 交叉；杂交；横过 adj. 交叉的；相反的；乖戾的；生气的,n
point,,要点；得分；标点；[机] 尖端 v. 指向；弄尖；加标点于,n
now,,现在；如今；立刻 adj. 现在的 n. 现在；目前 conj. 由于；既然,adv
magic,,巫术；魔法；戏法 adj. 不可思议的；有魔力的；魔术的,n
would,,将；将要；愿意 v. will的过去式,aux
cinema,,电影；电影院；电影业；电影制作术,n
downstairs,,在楼下 adj. 楼下的 n. 楼下,adv
neither,,也不；既不 adv. 两个都不；既不……也不 adj. 两者都不的 pron. 两者都不,conj
dirty,,下流的；卑鄙的；肮脏的；恶劣的；暗淡的 v. 弄脏,adj
breathe,,呼吸；低语；松口气；（风）轻拂,v
neck,,脖子；衣领；海峡 v. 搂著脖子亲吻；变狭窄,n
influence,,影响；势力；感化；有影响的人或事 v. 影响；改变,n
poor,,贫穷的；可怜的；贫乏的；卑鄙的 n. (Poor)人名；(英、伊朗)普尔,adj
sunday,,星期日；礼拜日,n
bit,,[计] 比特（二进位制信息单位）；少量；马嚼子；辅币；老一套；一点；一块 vt. 控制 adj. 很小的；微不足道的 adv. 有点儿；相当,n
bird,,鸟；家伙；羽毛球 v. 向…喝倒彩；起哄,n
happen,,发生；碰巧；偶然遇到,v
delicious,,美味的；可口的,adj
operation,,操作；经营；[外科] 手术；[数][计] 运算,n
pool,,联营；撞球；水塘；共同资金 v. 联营；合伙经营,n
skate,,滑冰；滑过 n. 溜冰；冰鞋,v
wrong,,错误地；邪恶地；不正当地 n. 坏事；不公正 adj. 错误的；失常的；不适当的 v. 委屈；无理地对待；诽谤,adv
day,,一天；时期；白昼 adv. 每天；经常在白天地 adj. 日间的；逐日的,n
golden,,金色的；黄金般的；珍贵的；金制的 n. (Golden)人名；(英、法、罗、德、瑞典)戈尔登,adj
excuse,,借口；理由 v. 原谅；为…申辩；给…免去,n
lonely,,寂寞的；偏僻的 n. 孤独者,adj
silent,,沉默的；寂静的；无记载的 n. 无声电影,adj
poem,,诗,n
late,,晚的；迟的；已故的；最近的 adv. 晚；迟；最近；在晚期,adj
disease,,病；[医] 疾病；弊病 vt. 传染；使…有病,n
bell,,铃；钟；钟声；铃声；钟状物 v. 装钟于；系铃于,n
lab,,实验室；研究室,n
grandson,,孙子；外孙,n
welcome,,受欢迎的 n. 欢迎 v. 欢迎 int. 欢迎,adj
daughter,,女儿；[遗][农学] 子代 adj. 女儿的；子代的,n
meat,,肉；肉类（食用）,n
path,,道路；小路；轨道,n
both,,两个的；两者的 adv. 并；又；两者皆 pron. 双方都；两者都 conj. 既…且… n. (Both)人名；(德、罗、捷、南非、匈)博特,adj
up,,起来；上涨；向上 prep. 在…之上；向…的较高处 adj. 涨的；起床的；向上的 n. 上升；繁荣,adv
possible,,可能的；合理的；合适的 n. 可能性；合适的人；可能的事物,adj
thing,,事情；东西；事物；情况,n
india,,印度（南亚国家）,n
pick,,挑选；采摘；挖 n. 选择；鹤嘴锄；挖；掩护,v
area,,区域；地区；面积；范围,n
explain,,说明；解释,v
social,,社会的；社交的；群居的 n. 联谊会；联欢会,adj
weigh,,权衡；考虑；称…重量 n. 权衡；称重量,v
nine,,九；九个 num. 九；九个 adj. 九的；九个的,n
nothing,,没什么；毫不 n. 无；零；不关紧要之事 adv. 毫不；决不 pron. 无事；无物 int. 什么也没有,neg
job,,工作；职业 v. 承包；代客买卖,n
museum,,博物馆,n
inside,,里面；内部；内情；内脏 adj. 里面的；内部的；秘密的 adv. 在里面 prep. 少于；在…之内,n
patient,,有耐心的；能容忍的 n. 病人；患者,adj
tomato,,番茄；西红柿,n
different,,不同的；个别的；与众不同的,adj
word,,[语] 单词；话语；消息；诺言；命令 v. 用言辞表达,n
lady,,女士；夫人；小姐；妻子,n
kite,,风筝 v. 使用空头支票；像风筝一样飞；轻快地移动,n
foreigner,,外地人；外国人,n
never,,从未；决不,adv
refuse,,垃圾；废物 v. 拒绝；不愿；抵制,n
heat,,高温；压力；热度；热烈 v. 使激动；把…加热,n
fire,,火；火灾；炮火；炉火；热情；激情；磨难 v. 点燃；解雇；开除；使发光；烧制；激动；放枪,n
perhaps,,或许；（表示不确定）也许；（用于粗略的估计）或许；（表示勉强同意或其实不赞成）也许；可能 n. 假定；猜想；未定之事,adv
boss,,老板；首领；工头 v. 指挥；调遣；当…的领导,n
supply,,供给；补给；供应品 v. 供给；提供；补充,n
socks,,袜子（sock的复数）,n
yesterday,,昨天；往昔 adv. 昨天,n
those,,那些的 pron. 那些（that的复数）,adj
success,,成功；成就；胜利；大获成功的人或事物,n
website,,网站（全球资讯网的主机站）,n
similar,,相似的 n. 类似物,adj
steel,,钢铁；钢制品；坚固 v. 钢化；使冷酷 adj. 钢制的；钢铁业的；坚强的,n
besides,,此外；而且 prep. 除…之外,adv
all,,全部的 adv. 全然地；越发 n. 全部 pron. 全部,adj
advice,,建议；忠告；劝告；通知,n
music,,音乐；乐曲,n
practice,,实践；练习；惯例 v. 练习；实习；实行,n
eight,,八；八个；第八 adj. 八的 n. 八字形,num
seventy,,七十；七十个；七十岁；七十年代 adj. 七十的；七十个的；七十岁的 num. 七十,n
worry,,担心；烦恼；撕咬 v. 担心；发愁；折磨,n
wonder,,惊奇；奇迹；惊愕 v. 怀疑；想知道；惊讶 adj. 奇妙的；非凡的,n
every,,每一的；每个的；每隔…的 n. (Every)人名；(英)埃夫里,adj
screen,,屏；幕；屏风 v. 筛；拍摄；放映；掩蔽,n
hen,,母鸡；女人；雌禽,n
bread,,面包；生计 v. 在…上洒面包屑,n
person,,人；身体；容貌；外表；人称,n
themselves,,他们自己；他们亲自,pron
chalk,,用粉笔写；用白垩粉擦；记录；规划 n. 粉笔；白垩；用粉笔划的记号 adj. 用粉笔写的,v
cheese,,[食品] 奶酪；干酪；要人 v. 停止 adj. 叛变的；胆小的,n
sleepy,,欲睡的；困乏的；不活跃的,adj
sixteen,,十六的；十六个的 num. 十六,adj
pancake,,薄烤饼；粉饼；平降（全称pancake landing） vi. 平坠着陆；平展 vt. 使平坠著陆；使平展,n
ton,,吨；很多；大量,n
hair,,头发；毛发；些微 vt. 除去…的毛发 vi. 生长毛发；形成毛状纤维 adj. 毛发的；护理毛发的；用毛发制成的,n
granny,,奶奶；外婆；婆婆妈妈的人,n
cloud,,云；阴云；云状物；一大群；黑斑 v. 使混乱；以云遮敝；使忧郁；玷污,n
seldom,,很少；不常,adv
telephone,,（美）电话；电话机；电话耳机 v. 打电话,n
race,,属；种；种族；人种；家庭；门第 v. 使参加比赛；和…竞赛；使急走；使全速行进,n
computer,,计算机；电脑；电子计算机,n
listen,,听；倾听；听从；听信 n. 听；倾听,v
trade,,贸易；交易；行业；职业 v. 交易；买卖；以物易物,n
may,,可以；能够；可能；也许；祝；愿；会；能,aux
everything,,每件事物；最重要的东西；（有关的）一切；万事,pron
instead,,代替；反而；相反,adv
ours,,我们的 n. (Ours)人名；(法)乌尔斯,pron
grammar,,语法；语法书,n
how,,如何；多少；多么 n. 方法；方式 conj. 如何,adv
she,,她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等） n. 女人；雌性动物,pron
basket,,篮子；（篮球比赛的）得分；一篮之量；篮筐 vt. 装入篮,n
and,,和；与；就；而且；但是；然后 n. (And)人名；(土、瑞典)安德,conj
match,,使比赛；使相配；敌得过；比得上；相配；与…竞争 n. 比赛；竞赛；匹配；对手；火柴,v
perfect,,完美的；最好的；精通的 v. 使完美；使熟练 n. 完成式,adj
fever,,发烧；发热；狂热 vt. 使发烧；使狂热；使患热病 vi. 发烧；狂热；患热病,n
especially,,特别；尤其；格外,adv
problem,,难题；引起麻烦的人 adj. 成问题的；难处理的,n
bye,,再见 n. 轮空；次要的东西 adj. 次要的,int
physics,,物理学；物理现象,n
between,,在…之间 adv. 在中间,prep
lamp,,灯；照射器 vt. 照亮 vi. 发亮,n
juice,,（水果）汁；液；果汁,n
animal,,动物,n
member,,成员；会员；议员,n
tape,,胶带；磁带；带子；卷尺 v. 录音；用带子捆扎；用胶布把…封住,n
shame,,羞耻；羞愧；憾事；带来耻辱的人 v. 使丢脸；使羞愧,n
black,,黑色的；黑人的；邪恶的 n. 黑色；黑人；黑颜料 v. 使变黑；把鞋油等涂在…上；把（眼眶）打成青肿,adj
heaven,,天堂；天空；极乐,n
under,,低于；少于；在之下 adv. 在下面；在下方 adj. 下面的；从属的,prep
our,,我们的,pron
national,,国家的；国民的；民族的；国立的 n. 国民,adj
metal,,金属；合金 v. 以金属覆盖 adj. 金属制的,n
ready,,准备好；现成的；迅速的；情愿的；快要…的 n. 现款；预备好的状态 adv. 迅速地；预先 v. 使准备好,adj
celebrate,,庆祝；举行；赞美；祝贺；宣告,v
fifteen,,十五；十五个；十五人组成的橄榄球队 adj. 十五的 num. 十五,n
coach,,教练；旅客车厢；长途公车；四轮大马车 v. 训练；指导,n
sour,,酸的；发酵的；刺耳的；酸臭的；讨厌的 v. 发酵；变酸；厌烦 n. 酸味；苦事,adj
blind,,盲目的；瞎的 adv. 盲目地；看不见地 n. 掩饰；借口；百叶窗 v. 使失明；使失去理智,adj
bedroom,,卧室 adj. 两性关系的；城郊住宅区的,n
chocolate,,巧克力；巧克力糖；巧克力色 adj. 巧克力色的；巧克力口味的,n
toy,,玩具；小装饰品；不值钱的东西 v. 玩弄；调情；随随便便地对待 adj. 作为玩具的；玩物似的,n
pound,,英镑；重击；重击声；兽栏；拘留所 v. 捣烂；敲打；监禁；拘留,n
double,,两倍；双精度型 adj. 双重的；两倍的 v. 加倍；加倍努力；快步走 adv. 双重地；两倍地；弓身地,n
tiger,,老虎；凶暴的人,n
strong,,坚强的；强壮的；牢固的；擅长的 adv. 强劲地；猛烈地 n. (Strong)人名；(英)斯特朗,adj
easy,,容易的；舒适的 adv. 不费力地；从容地 vi. 停止划桨 vt. 发出停划命令,adj
television,,电视；电视机；电视业,n
idea,,想法；主意；概念,n
together,,一起；同时；相互；连续地；总共 adj. 新潮的；情绪稳定的；做事有效率的,adv
the,,这；那 adv. 更加（用于比较级；最高级前）,art
love,,恋爱；亲爱的；酷爱；喜爱的事物；爱情；爱意；疼爱；热爱；爱人；所爱之物 v. 爱；热爱；爱戴；赞美；称赞；喜爱；喜好；喜欢；爱慕,n
brush,,刷子；画笔；毛笔；争吵；与某人有效冲突；灌木丛地带；矮树丛；狐狸尾巴 v. 刷；画,n
truck,,卡车；交易；手推车 v. 驾驶卡车；以物易物 adj. （美）运货汽车的,n
mouth,,口；嘴；河口 v. 做作地说；装腔作势地说；喃喃地说出,n
sick,,厌恶的；病态的；不舒服；渴望的；恶心的；生病的 n. 病人 v. 使狗去咬；呕吐；追击,adj
only,,只；仅仅；不料 adj. 唯一的；仅有的；最合适的 conj. 但是；不过；可是,adv
soon,,快；不久；一会儿；立刻；宁愿,adv
