word,phonetic,translation,part_of_speech
standardize,,使与标准比较,v
lengthen,,使延长；变长,v
shame,,使羞愧；玷辱,v
freshen,,使显得新鲜,v
distinguish,,使显出特色；使杰出,v
evaporate,,使脱水；发散蒸气,v
ventilate,,使通风；使换气,v
moor,,使停泊；使固定,v
resign,,使顺从；使听任于,v
perfect,,使熟练；使改善,v
infect,,使受影响,v
lubricate,,使润滑；加润滑油,v
soften,,使软化；变温和,v
facilitate,,使容易；助长,v
acquaint,,使认识；使了解,v
tiresome,,使人厌倦的；讨厌的,adj
sorrowful,,使人伤心的；悲伤的,adj
blaze,,使燃烧；燃烧,v
subdue,,使屈服；征服,v
bend,,使屈从；屈从,v
suit,,使配合；彼此协调,v
confront,,使面对；使对证,v
paralyse,,使麻痹；使瘫痪,v
deafen,,使聋,v
subject,,使隶属,v
terrify,,使恐怖；使惊吓,v
insulate,,使绝缘；使绝热,v
integrate,,使结合；使并入,v
alternate,,使交替 adj. 交替的,v
degrade,,使降低；使堕落,v
minimize,,使减到最小,v
mingle,,使混合；混合起来,vt
interconnect,,使互相联系,v
reconcile,,使和好；调停,v
oblige,,使感激；施恩惠于,v
enrich,,使富裕；使丰富,v
embarrass,,使…陷入困境,v
decay,,使腐朽；使腐烂,v
contrast,,使对比；形成对比,v
baffle,,使挫折 n. 迷惑,v
mature,,使成熟；成熟,v
ice,,使成冰；结冰,v
overload,,使超载,v
tangle,,使缠结；使纠缠,v
sweeten,,使变甜；变甜,v
thicken,,使变厚（或粗、密）,v
establish,,使…被接受,v
develop,,使（底片）显影,v
jog,,慢跑（尤作为锻炼）,v
engage,,使（齿轮等）啮合,v
vector,,矢量；飞机航线,n
nourishment,,食物；营养（情况）,n
pantry,,食品柜；餐具室,n
experimentally,,实验上；实验性地,adv
experimentation,,实验；试验,n
virtual,,实际上的；实质上的,adj
execution,,实行；执行；处死刑,n
quartz,,石英,n
graphite,,石墨；石墨电极,n
whitewash,,石灰水 v. 粉饰,n
limestone,,石灰石,n
humidity,,湿气；湿度,n
handout,,施舍物；救济品,n
verse,,诗；韵文；诗节,n
unemployment,,失业；失业人数,n
disgrace,,失宠；耻辱；丢脸,n
residual,,剩余的；残余的,adj
remainder,,剩余（物）；余数,n
excel,,胜过；杰出,v
stiff,,生硬的,adj
ecology,,生态学；个体生态学,n
hide,,生皮；兽皮；皮革,n
vital,,生命的；生机的,adj
producer,,生产者；舞台监督,n
productivity,,生产率；多产,n
productive,,生产的；出产…的,adj
hoist,,升起；扯起来,v
kidney,,肾；腰子,n
deliberately,,故意地；审慎地,adv
censor,,审查；检查,v
mystery,,神秘小说；侦探小说,n
shrine,,神殿；神龛；圣祠,n
divine,,神的；敬神的,adj
deliberate,,深思熟虑的；审慎的,adj
profound,,见解深刻的；渊博的,adj
trench,,深沟；壕沟；战壕,n
photography,,摄影术,n
editorial,,社论；期刊的社论,n
sociology,,社会学,n
conceive,,设想；以为；怀孕,v
reject,,舍弃；抛弃；排斥,v
serpent,,蛇（尤指大蛇或毒蛇）,n
extravagant,,奢侈的；过度的,adj
maid,,少女；处女,n
maiden,,少女；未婚女子,n
scorch,,烧焦；枯萎,v
context,,上下文；来龙去脉,n
heaven,,上帝；神,n
counsel,,商议；忠告；律师,n
tradesman,,商人；店主；手艺人,n
trader,,商人,n
dealer,,商人；毒品贩；发牌者,n
ware,,物品；商品；货物,n
merchandise,,商品；货物,n
blue,,伤心的；下流的,adj
goodness,,善良；善行；美德,n
underwear,,衫衣；内衣；贴身衣,n
cancel,,取消,v
gap,,差距；山口；山峡,n
sift,,筛；过滤,v
shark,,鲨鱼；诈骗钱财者,n
gravel,,砂跞；砂砾层；结石,n
sardine,,沙丁鱼,n
tone,,色调；光度,n
scan,,扫描,n
uproar,,骚动；扰乱；喧嚣,n
prose,,散文,n
emission,,散发；传播；发出物,n
stroll,,散步；溜达；闲逛,n
triangular,,三角的；三者间的,adj
mute,,弱音器,n
choice,,入选者 adj. 优等的,n
tolerant,,容忍的；有耐力的,adj
commodity,,日用品；商品；物品,n
routine,,日常的 n. 常规,adj
undertaking,,任务；事业；承诺,n
deem,,认为；相信；想,v
awake,,认识到,v
recognition,,认出；识别,n
identification,,身份证；认出；鉴定,n
merciful,,仁慈的；宽大的,adj
hostage,,人质,n
pitch,,沥青,n
personnel,,人事部门,n
humanity,,人类；人性；人情,n
personality,,人格；个性；名人,n
thermal,,热的；温热的,adj
tropic,,回归线；热带地区,n
tropical,,热带的；（天气）湿热的,adj
concession,,让步；迁就,n
combustion,,燃烧,n
whisker,,髯；连鬓胡子,n
flock,,群集；聚集,v
conviction,,确信；信服；深信,n
certainty,,确实性；确信；确实,n
positively,,确定的；断然,adv
quantify,,确定…的数量,v
deficient,,缺乏的；欠缺的,adj
deficiency,,缺乏；不足,n
scarcity,,缺乏；不足,n
flaw,,缺点；瑕疵,n
induce,,劝诱；引起,v
persuasion,,劝说；说服,n
claim,,权利；所有权,n
late,,去世不久的,adj
extract,,取出；提取 n. 摘录,v
crank,,曲柄 v. 用曲柄转动,n
expel,,开除；驱逐；排出,v
dissipate,,驱散；消散；浪费,v
spherical,,球形的；球面的,adj
global,,全球的,adj
jupiter,,木星；丘庇特,n
plea,,请愿；请求；恳求,n
petition,,请愿 v. 向…请愿,n
sight,,景象；名胜；风景,n
mistress,,情妇；情人,n
mosque,,清真寺,n
cleanliness,,清洁,n
inclination,,倾斜；点头；斜坡,n
rap,,轻敲击声 v. 敲击,n
rash,,轻率的；鲁莽的,adj
bronze,,青铜色,n
industrious,,勤劳的；勤奋的,adj
admiration,,钦佩；赞美；羡慕,n
agreeable,,惬意的；同意的,adj
section,,部分,n
segment,,切片；部分；段；节,n
slit,,切开 n. 狭长的切口,v
hardy,,强壮的；耐劳的,adj
compulsory,,强迫的；义务的,adj
constraint,,限制；束缚；约束,n
mighty,,强大的；巨大的,adj
thoughtless,,欠考虑的；自私的,adj
denounce,,谴责；声讨；告发,v
pious,,虔诚的；虔奉宗教的,adj
lobby,,前厅；（剧院的）门廊,n
consistent,,前后一致的；连贯的,adj
predecessor,,前辈；前任者,n
visa,,签证,n
modesty,,谦逊；端庄,n
gracious,,谦和的,adj
migrate,,迁移；移居,v
kilowatt,,千瓦（特）,n
pertinent,,恰当的；有关的,adj
apt,,恰当的；聪明的,adj
utensil,,器皿；用具,n
maple,,槭树；枫树,n
follower,,信徒；追随者,n
siren,,汽笛；警报器,n
motel,,汽车游客旅馆,n
garage,,汽车修理站,n
motorway,,汽车道；快车路,n
hitherto,,迄今；到目前为止,adv
barometer,,气压计；睛雨表,n
pant,,气喘,v
jack,,起重器；传动装置,n
scratch,,（某人皮肤上的）划痕；划伤,n
count,,起拆理由；罪状,n
message,,启示；要旨；教训,n
enlighten,,启发；开导；启蒙,v
implore,,乞求；恳求；哀求,v
knight,,骑士；武士；爵士,n
marvel,,奇迹；惊奇 v. 惊奇,n
subsequently,,其后；其次；接着,adv
cheat,,欺诈；骗取,n
periodical,,期刊；杂志,n
currently,,当前,adv
universally,,普遍地；一般地,adv
bushel,,蒲式耳（容量单位）,n
raisin,,葡萄干,n
fracture,,破裂；裂痕 v. 破裂,n
destructive,,破坏（性）的；危害的,adj
bankrupt,,破产的 v. 使破产,adj
persecute,,迫害；残害,v
incline,,坡度,n
flask,,瓶,n
tack,,平头钉 v. 钉住,n
terrace,,平台；阳台；露台,n
civilian,,平民 adj. 平民的,n
tranquil,,平静的；稳定的,adj
equation,,平衡；反应式,n
equilibrium,,平衡；均衡；均衡论,n
commonplace,,平凡的 n. 平常话,adj
frequency,,频繁；屡次；频率,n
barren,,贫瘠的；不孕的,adj
float,,漂浮物；浮标；木筏,n
bleach,,漂白；变白,v
flake,,片；薄片,n
deflection,,偏斜；歪斜；偏差,n
prejudice,,偏见；成见；损害,n
adjacent,,毗连的；紧接着的,adj
cape,,披肩；斗篷；海角,n
clash,,冲突；抵触；碰撞声,n
collide,,碰撞；冲突；抵触,v
ingredient,,配料；成分,n
shell,,炮弹；猎枪子弹,n
battery,,炮组；排炮,n
foam,,泡沫塑料；泡沫,n
bypass,,旁通管 v. 绕过,n
limp,,蹒跚；跛行 n. 跛行,v
stagger,,蹒跚；使摇晃,v
ascend,,攀登；登高,v
dispatch,,派遣；调度 n. 急件,v
faction,,派别；宗派；小集团,n
hover,,徘徊；傍徨；翱翔；盘旋,v
drainage,,排水；下水道,n
range,,排列,v
clap,,拍手喝采声；霹雳声,n
reptile,,爬行动物,n
overhear,,偶然听到；偷听,v
ohm,,欧姆,n
hostess,,女主人；旅馆女老板,n
feminine,,女性的；女子气的,adj
waitress,,女侍者；女服务员,n
goddess,,女神,n
blouse,,女衬衫；罩衫,n
coward,,懦怯的；胆小的,adj
radiator,,暖气片；散热器,n
strive,,努力；奋斗；力求,v
mess,,弄脏；弄乱；搞糟,v
distortion,,歪曲；畸变,n
shorten,,弄短；缩小；减少,v
saturn,,土星,n
milky,,牛奶的；乳白色的,adj
wrench,,拧；扭伤 n. 拧,v
wring,,拧；挤；扭；榨,v
peer,,凝视,v
nickel,,镍；镍币,n
junior,,年少者；晚辈,n
annually,,年年；每年,adv
practicable,,能实行的；适用的,adj
capability,,能力；才能,n
basin,,内海；盆地；流域,n
interior,,内部 adj. 内部的,n
tickle,,挠；胳肢；逗乐,v
incredible,,难以置信的；惊人的,adj
difficult,,难以满足的,adj
refugee,,难民；流亡者,n
pumpkin,,南瓜,n
polar,,南（北）极的；极性的,adj
masculine,,男性的,adj
baron,,男爵；贵族；巨商,n
endurance,,耐久力；持久力,n
sodium,,钠,n
pasture,,牧场,n
intent,,目不转睛的；热切的,adj
end,,目标；目的,n
oyster,,牡蛎,n
magician,,魔法师；变戏法的人,n
skyscraper,,摩天楼,n
module,,模块；组件,n
ambiguous,,模棱两可的；分歧的,adj
feel,,摸起来,v
destiny,,命运；天数,n
doom,,厄运；毁灭 v. 注定,n
proposition,,命题；主题；提议,n
bid,,报价；命令,v
destine,,命定；注定；预定,v
sensible,,明显的；感觉得到的,adj
explicit,,明晰的；直率的,adj
decidedly,,明确地；坚决地,adv
formulation,,表述方式,n
brightness,,明亮；辉煌；聪明,n
classic,,名著 adj. 不朽的,n
promptly,,敏捷地；迅速地,adv
sensitivity,,敏感（性）；灵敏性,n
representation,,描写；陈述；代表,n
nursery,,苗圃,n
deposition,,免职；罢免,n
confidential,,秘密的；亲信的,adj
enchant,,迷住；用魔法迷惑,v
fascinate,,迷住；迷人,v
superstition,,迷信；迷信行为,n
stray,,迷路 adj. 迷路的,v
perplex,,迷惑；困惑；难住,v
bewilder,,迷惑；把…弄糊涂,v
snap,,猛咬；突然折断,v
hurl,,猛投；猛冲,v
jerk,,猛地一拉；急拉,v
ally,,盟国；同盟者；伙伴,n
threshold,,门槛；入门；开端,n
charm,,魅力；妩媚 v. 迷人,n
fair,,美丽的,adj
offensive,,冒犯的；进攻的,adj
pore,,毛孔；气孔；细孔,n
fuss,,大惊小怪 v. 忙乱,n
cartoon,,动画片；漫画,n
vine,,蔓；藤；藤本植物,n
expire,,满期；到期；断气,v
bull,,买空的证券投机商,n
wharf,,码头；停泊所,n
circus,,马戏；马戏团,n
filter,,滤过,v
ass,,傻瓜；蠢笨的人；驴,n
propeller,,螺旋桨；推进器,n
spiral,,螺旋（形）的；盘旋的,adj
nut,,螺帽；螺母,n
roman,,古罗马人；罗马人,n
thesis,,论文；论题；论点,n
forum,,论坛；讨论会,n
oval,,卵形的 n. 卵形,adj
video,,录像的,adj
reed,,芦笛；牧笛,n
leakage,,漏；泄漏；漏出物,n
hug,,搂 n. 紧紧拥抱,v
stairway,,楼梯,n
monopoly,,垄断；独占；专利,n
bridle,,马笼头；马勒 v. 束缚；抑制,n
willow,,柳树；柳木,n
streamline,,流线；流线型,n
rascal,,流氓；恶棍；无赖,n
prevalent,,流行的；盛行的,adj
exile,,流放 n. 被流放者,v
flux,,流；涨潮；流量,n
track,,留下足迹,v
gramophone,,留声机,n
otherwise,,另外；在其他方面,adv
province,,领域；范围；职权,n
consul,,领事,n
retail,,零售,n
flexible,,灵活的；可变通的,adj
inspiration,,灵感；妙想；鼓舞,n
grove,,林子；小树林；园林,n
neighbouring,,邻近的；接壤的,adj
vicinity,,邻近；附近地区,n
fission,,裂开；分裂生殖,n
prey,,猎物 v. 捕获,n
martyr,,烈士；殉难者,n
grin,,咧着嘴笑,v
expect,,料想；认为,v
quantitative,,量的；定量的,adj
blush,,脸红；害臊 n. 脸红,v
allied,,联合的；联姻的,adj
ripple,,涟漪；细浪；波纹,n
mitten,,连指手套,n
attachment,,爱慕；附件；连接物,n
junction,,连接点；汇合处,n
chestnut,,栗子；栗树；栗色,n
exceptional,,优越的；例外的,adj
solar,,利用太阳光的,adj
impose,,将（想法、信仰等）强加于（某人）,v
utilization,,利用；效用,n
stereo,,立体声 adj. 立体声的,n
cubic,,立方体的；立方的,adj
legislation,,立法；法规,n
historian,,历史学家；编史家,n
historic,,历史的；历史性的,adj
mechanics,,力学；机械学,n
intellect,,理智；智力；才智,n
ideally,,理想地；理论上,adv
abstract,,理论上的 n. 抽象派作品,adj
slang,,俚语；行话；黑话,n
courtesy,,礼貌；谦恭,n
twilight,,黄昏,n
ion,,离子,n
excursion,,（尤指集体）远足；短途旅行,n
grim,,严厉的,adj
prism,,棱镜；棱柱（体）,n
troublesome,,困难的,adj
analogue,,类似物,n
similarity,,类似；相似；类似点,n
flank,,肋；肋腹；侧面,n
comprehend,,了解；理解；领会,v
optimism,,乐观；乐观主义,n
sophisticated,,老于世故的；高级的,adj
straightforward,,老实的；坦率的,adj
wasteful,,浪费的,adj
idleness,,懒惰；赋闲无事,n
shabby,,破旧的；褴褛的,adj
dust,,灰尘,n
flight,,溃退；逃跑,n
rapture,,狂喜；欢天喜地,n
fury,,狂怒；暴怒；猛烈,n
violent,,狂暴的,adj
furious,,狂暴的；强烈的,adj
satisfaction,,满足；愉快,n
snack,,快餐；小吃,n
rapidity,,快；迅速；陡；险峻,n
parade,,夸耀（才能等）,v
pants,,裤子；男用短衬裤,n
bitterness,,苦味；辛酸；苦难,n
wither,,枯萎；使衰弱,v
clasp,,扣住；扣紧；钩住,v
fastener,,扣件；钮扣；揿钮,n
stammer,,口吃地说 n. 口吃,v
panic,,恐慌；惊慌,n
terrorist,,恐怖分子,n
peacock,,孔雀,n
fantastic,,空想的；奇异的,adj
pneumatic,,空气的；气动的,adj
aerial,,空气的；航空的,adj
spatial,,空间的；占据空间的,adj
void,,无效的；空的,adj
gnaw,,啃；咬断；啮,v
longing,,渴望 adj. 显示渴望的,n
suspicious,,可疑的；猜疑的,adj
shady,,可疑的；靠不住的,adj
questionable,,可疑的；不可靠的,adj
portable,,可移动的,adj
grateful,,感谢的；感激的,adj
adjustable,,可调整的；可校准的,adj
frightful,,可怕的；讨厌的,adj
formidable,,可怕的；难对付的,adj
dreadful,,可怕的；令人畏惧的,adj
monstrous,,极大的；可怕的,adj
possibility,,可能的事,n
likelihood,,可能（性）,n
respectable,,可敬的；人格高尚的,adj
appreciable,,可察觉的,adj
shameful,,可耻的；不道德的,adj
comparable,,可比较的；类似的,adj
particular,,特称的；苛求的,adj
whereby,,靠什么；靠那个,adv
ponder,,考虑；沉思,v
exploration,,考察；勘探；探查,n
generosity,,慷慨；宽宏大量,n
discern,,弄清楚；辨别；看出；辨出,v
fell,,砍倒（树等）；砍伐,v
carry,,刊登,v
inaugurate,,使就职；开始,v
initiate,,开始；创始；启蒙,v
commence,,开始；获得学位,v
reclaim,,开垦；开拓；回收,v
evolution,,进化,n
start,,开动；着手；开设,v
unlock,,开…的锁；开启,v
sheriff,,郡长,n
monarch,,君主；最高统治者,n
sovereign,,君主 adj. 统治的,n
bugle,,军号；喇叭,n
extinct,,绝种的,adj
decisive,,决定性的；果断的,adj
govern,,决定；支配；控制,v
winding,,蜿蜒曲折的路径 adj. 蜿蜒曲折的,n
curly,,卷曲的；有卷毛的,adj
reel,,卷；绕,v
mob,,团团围住（名人等）,v
polymer,,聚合物；多聚物,n
hurricane,,飓风；十二级风,n
sting,,剧痛；刺痛 v. 刺,n
repel,,使厌恶；拒绝,v
gigantic,,巨大的；巨人似的,adj
uphold,,维护,v
exemplify,,举例证明（解释）,v
rectangle,,矩形；长方形,n
administration,,局（或署、处等）,n
reside,,居住；驻扎；属于,v
dwell,,居住；凝思；细想,v
induction,,就职；归纳推理,n
christ,,救世主（耶稣基督）,n
symposium,,座谈会,n
whoever,,究竟是谁,pron
rectify,,纠正；调整,v
vein,,静脉；血管；矿脉,n
competitor,,竞争者；敌手,n
competitive,,竞争的；比赛的,adj
contend,,竞争；坚决主张,v
alert,,警惕的,adj
warning,,警告；告诫；鉴诫,n
whale,,鲸,n
selection,,选择；精选的东西,n
thorough,,精心的；详尽的,adj
finely,,精细地；美好地,adv
literary,,文学的,adj
refinery,,精炼厂；提炼厂,n
vigorous,,精力旺盛的；茁壮的,adj
fright,,惊吓；恐怖,n
astonishment,,惊奇；惊讶,n
dismay,,惊慌；沮丧；灰心,n
empirical,,经验主义的,adj
longitude,,经线；经度,n
support,,经受；承受,v
economics,,经济学；经济,n
prohibition,,禁止；禁令；禁律,n
shortcut,,近路；捷径,n
inlet,,水湾；进口,n
perfection,,尽善尽美；无比精确,n
notwithstanding,,尽管；虽然,prep
prudent,,谨慎的；精明的,adj
compact,,紧密的 v. 使紧凑,adj
tightly,,紧地；牢固地,adv
barely,,勉强；仅仅,adv
metallic,,金属的,adj
tuna,,金枪鱼,n
henceforth,,今后；从今以后,adv
mustard,,芥子；芥末,n
presentation,,介绍；呈现,n
interpret,,口译；解释,v
version,,解释,n
untie,,解开；松开；解放,v
tackle,,解决；对付 n. 用具,v
dissolve,,解除（婚约等）,v
tuberculosis,,结核病；肺结核,n
incorporate,,结合；合并；收编,v
construction,,建筑结构,n
economically,,在经济上；节约地,adv
abbreviation,,节略；缩写；缩短,n
thrifty,,节俭的,adj
interview,,接见；会见；会谈,v
receiver,,接待者；收受者,n
yeast,,酵母,n
doctrine,,教义；主义；学说,n
tutor,,教；指导,v
disillusion,,觉醒；使觉醒,v
horn,,角状物；喇叭形物,n
reef,,礁；礁石；暗礁,n
coke,,焦炭,n
symphony,,交响乐；交响乐团,n
intercourse,,交际；往来；交流,n
soy,,大豆；黄豆；酱油,n
parachute,,降落伞,n
degradation,,降级；退化；衰变,n
oar,,桨,n
discourse,,讲话；演说；讲道,n
ginger,,姜；生姜,n
splash,,溅泼；泼水 n. 溅泼声,v
architect,,建筑师；创造者,n
theory,,（未证明的）见解；看法；推测,n
clip,,剪；剪辑报刊,v
diminish,,减少；减小,v
lessen,,减少；变少,v
inspector,,检查员；巡官,n
reserve,,缄默；自我克制,n
challenge,,艰巨任务,n
enterprise,,艰巨的事业；事业心,n
resolute,,坚决的；果敢的,adj
firmness,,坚固；坚定；稳固,n
sturdy,,牢固的；坚定的,adj
steady,,稳定的；扎实的,adj
stability,,稳定,n
insistent,,坚持的,adj
persistence,,坚持；持续；存留,n
persevere,,坚持；不屈不挠,v
shrill,,尖声的 v. 尖声地叫,adj
bridge,,架桥于；用桥连接,v
rate,,价格 v. 对…评定,n
hypothesis,,假设；前提,n
sham,,假冒；膺品 v. 假装,n
fake,,假货；膺品 adj. 假的,n
presume,,假定；假设；揣测,v
beetle,,甲虫,n
clamp,,夹住；夹紧 n. 夹子,v
sandwich,,夹入；挤进,v
homely,,家常的,adj
fowl,,家禽；禽肉,n
poultry,,家禽,n
heater,,加热器,n
deepen,,（使色泽等）加浓,vt
heighten,,加高；提高；增加,v
line,,加衬里于,v
stillness,,寂静；无声,n
lodging,,寄宿；住宿；住所,n
successor,,继承人；继任者,n
succession,,继承（权）,n
quarterly,,adj&adv. 季度的（地）,
craft,,技巧,n
souvenir,,纪念品,n
documentary,,纪录的；文献的,adj
marginal,,边缘的；记在页边的,adj
terminal,,计算机终端；线接头,n
scheme,,计划；搞阴谋,v
geometrical,,几何学的,adj
bazaar,,集市；廉价商店,n
gathering,,集会；聚会；聚集,n
set,,集（合）,n
disorder,,疾病；小病,n
complaint,,疾病；病痛,n
forthcoming,,即将到来的；现成的,adj
polarity,,（人、意见或观念的）截然相反；截然对立；极性,n
extreme,,极端不同的性质,n
guitar,,吉他；六弦琴,n
timely,,及时的；适时的,adj
irritate,,激怒；引起不愉快,v
drastic,,激烈的；严厉的,adj
severe,,艰难的；简朴的,adj
christian,,基督教的,adj
elemental,,基本的；自然力的,adj
radical,,基本的；激进的,adj
ultimate,,首要的；基本的,adj
energetic,,积极的；精力旺盛的,adj
muscular,,肌肉发达的；强健的,adj
witty,,机智的；风趣的,adj
mechanism,,机械装置；机制,n
tact,,机敏；圆滑；得体,n
ingenious,,精巧制成的；机灵的,adj
ingenuity,,机灵；设计新颖,n
framework,,体制,n
fence,,击剑（术）；击剑,n
stall,,货摊；书摊；马厩,n
fellowship,,伙伴关系；联谊会,n
mars,,火星,n
ham,,火腿,n
piston,,活塞,n
vigour,,活力；精力；元气,n
cloudy,,混浊的；模糊不清的,adj
mixer,,搅拌器,n
engagement,,婚约；约会,n
bribe,,贿赂 v. 向…行贿,n
corrupt,,使腐化 adj. 腐败的,v
response,,回应,n
badge,,徽章；像章；标志,n
wield,,挥（剑）；行使,v
locust,,蝗虫,n
wasp,,黄蜂,n
royalty,,皇家；王族；皇族,n
desolate,,荒芜的；孤独的,adj
illusion,,幻想；错觉；假象,n
modification,,修改,n
environmental,,环境的；环境产生的,adj
pregnant,,怀孕的；意义深长的；意义深长的,adj
fossil,,化石,n
glider,,滑翔机；滑翔导弹,n
pulley,,滑轮；滑车；皮带轮,n
slide,,滑动；滑行,n
granite,,花岗岩；花岗石,adj
correlate,,互相关联的事物,n
walnut,,核桃；胡桃树,n
arc,,弧；弓形物；弧光,n
exclamation,,呼喊；惊叫；感叹,n
outcome,,后果；成果,n
ruby,,红宝石,n
hit,,轰动一时的人（或事）,n
traverse,,横越,v
transverse,,横的,adj
bed,,河床；（湖）底,n
harmonious,,和谐的；协调的,adj
monk,,和尚；僧侣；修道士,n
cooperative,,合作的 n. 合作社,adj
hinge,,合页；折叶；铰链,n
proper,,合乎体统的；正派的,adj
composite,,合成的 n. 合成物,adj
synthesis,,综合；综合物；（化学或生物学物质的）合成；（用电子方式对声音、语音或音乐的）合成,n
applause,,喝彩；夸奖；称赞,n
applaud,,鼓掌；喝彩,v
hurrah,,好哇；万岁；乌拉,int
pal,,好朋友；同谋,n
hospitality,,好客；殷勤,n
romantic,,好幻想的,adj
howl,,嚎叫；哀号；吠,n
aerospace,,航空航天工业,n
log,,航海日志；飞行日志,n
pedestrian,,行人；步行者,n
move,,行动；步骤,n
hesitate,,犹豫；迟疑不决,v
pest,,害虫,n
strait,,海峡,n
turtle,,海龟；玳瑁,n
custom,,海关,n
seaport,,海港；港口；港市,n
cable,,电缆,n
pirate,,海盗,n
seaside,,海滨（胜地）；海边,n
surplus,,过剩；剩余（物资）,n
overestimate,,过高估计,v
excessively,,过分；极端地,adv
excess,,过度行为；暴行,n
orchard,,果园,n
peel,,果皮；蔬菜皮,n
stone,,果核；（水果的）硬核,n
slap,,掴 n. 巴掌,v
inland,,国内的；内地的,adj
boiler,,锅炉,n
roller,,滚筒；滚柱,n
valuable,,贵重物品；财宝,n
salmon,,鲑；大马哈鱼,n
silicon,,硅（旧名矽）,n
regulation,,规章；规则,n
regularity,,规则性；整齐；端正,n
define,,规定；立（界限）,v
provision,,规定；条款；条项,n
replacement,,取代；置换,n
spacious,,广阔的；广大的,adj
amplitude,,振幅；广大；充足,n
radial,,放射状的,adj
photoelectric,,光电的,adj
optical,,光的；光学的,adj
shrub,,灌木；灌木丛,n
irrigation,,灌溉；（医）冲洗法,n
inertia,,惯性；无力,n
orchestra,,管弦乐队,n
blast,,管乐器的声音,n
pipe,,管乐器,n
coffin,,棺材；灵柩,n
bureaucracy,,官僚主义；官僚机构,n
monster,,怪物；畸形的动植物,n
client,,顾客；诉讼委托人,n
obstinate,,固执的；顽强的,adj
inherent,,固有的；生来的,adj
fixture,,固定设备,n
pluck,,鼓起（勇气）；振作,v
agitation,,鼓动；煸动；搅动,n
skeleton,,骨骼；骷髅；骨架,n
thigh,,股；大腿,n
cereal,,谷类；五谷；禾谷,n
antique,,古代的 n. 古物,adj
assessment,,估定；查定,n
constitute,,构成；组成,v
hound,,猎犬,n
gutter,,沟；边沟；檐槽,n
tribute,,献礼；贡物,n
number,,共计；达…之数,v
commonwealth,,联邦,n
arch,,拱门 v. （使）拱起,n
vault,,拱顶；（教堂的）地下墓室,n
mercury,,汞；水银,n
consolidate,,巩固；合并,v
impartial,,公正的；无偏见的,adj
convention,,公约；（换俘等）协定,n
duke,,公爵；君主,n
rooster,,公鸡,n
studio,,播音室；工作室,n
earnings,,工资；收入；收益,n
implement,,工具 v. 贯彻,n
workpiece,,工（作）件,n
combat,,跟…战斗；格斗,v
impart,,给予；传递；告诉,v
energize,,供给…能量,v
vaccinate,,给…接种疫苗,v
flavour,,给…调味,v
insulator,,隔离者；绝缘体,n
lattice,,格子结构,n
dove,,鸽子；斑鸠,n
reveal,,告诉；揭示；泄露,v
plateau,,高原；平稳时期,n
lofty,,高耸的；高尚的,adj
tower,,高耸；屹立；翱翔,v
elevation,,高度；海拔,n
intervene,,干涉；干预,v
dry,,干巴巴的；枯燥的,adj
olive,,橄榄；橄榄树,n
sentiment,,感情；情绪,n
perception,,感知；理解力,n
sensation,,感觉；知觉；轰动,n
thanksgiving,,感恩节,n
chill,,感到寒冷；冷藏,v
outline,,概述；概括,v
notion,,概念；看法,n
conception,,概念；观念；想法,n
summary,,概括的；速决的,adj
generalize,,概括出,v
impress,,盖印；在…打记号,v
mend,,修理；改正,v
duplicate,,复制品 v. 复制,n
complication,,复杂；混乱；并发症,n
complexity,,复杂（性）,n
satellite,,附属国,n
appendix,,附录；阑尾,n
extra,,附加物；额外的东西,n
incidentally,,附带地；顺便提及,adv
charge,,负荷；充电 v. 装满,n
negative,,负的；（结果）阴性的,adj
corrosion,,腐蚀；侵蚀；锈,n
erosion,,腐蚀；侵蚀；糜烂,n
subsidiary,,辅助的；补充的,adj
coach,,指导；训练；辅导,v
answer,,符合；适合,v
emerge,,浮现；出现；显露,v
obedient,,服从的；顺从的,adj
obedience,,服从；顺从,n
maintenance,,扶养费；维持,n
veto,,否决；否决权；禁止,n
denial,,否定；拒绝相信,n
buddhism,,佛教；释教,n
dedicate,,奉献；献身,v
flatter,,奉承；阿谀；谄媚,v
pineapple,,凤梨；波萝,n
seam,,缝口；接缝；骨缝,n
landscape,,风景；景色；景致,n
windmill,,风车,n
plump,,丰满的,adj
abundance,,丰富；充裕,n
indignation,,愤怒；愤慨；义愤,n
shatter,,粉碎；破碎；毁坏,v
molecular,,分子的；克分子的,adj
limb,,肢；手臂；腿,n
offset,,抵销,v
fraction,,分数,n
distract,,分散（心思）；打扰,v
installment,,分期付款,n
split,,分裂；分化；派系,n
detach,,分开；派遣（军队）,v
partition,,分开；分割；隔墙,n
interface,,分界面,n
relay,,分程传递；使接替；转播,v
diverge,,分岔；分歧,v
litter,,废物；杂乱 v. 乱扔,n
abolish,,废除；取消,v
gangster,,匪徒；歹徒；暴徒,n
extraordinarily,,非常地；特别地,adv
fly,,飞跑；逃跑；消失,v
aviation,,飞行（术）,n
indulge,,放纵（感情）；纵情,v
herd,,成群；放牧,v
magnify,,放大；扩大,v
imitation,,仿制品；伪制物,n
pattern,,仿制；仿造；模仿,v
reproduce,,仿造,v
estate,,财产；产业；房地产,n
hamper,,妨碍；阻碍；牵制,v
handicap,,妨碍；使不利,v
handy,,方便的；便于使用的,adj
offence,,犯罪；犯规；冒犯,n
blunder,,犯大错 n. 大错,v
mirror,,反映；借鉴,n
reactor,,反应堆,n
echo,,回响,v
