word,phonetic,translation,part_of_speech
interaction,,相互作用；干扰,n
evil,,祸害；邪恶 adj. 坏的,n
sponsor,,发起者 v. 发起,n
gown,,长袍；长外衣,n
shot,,发射；弹丸；射门,n
gay,,快乐的；鲜明的,adj
obstacle,,障碍；妨害；障碍物,n
sometime,,在某一时候；从前,adv
satisfactory,,令人满意的；良好的,adj
particularly,,特别；尤其；格外,adv
distribute,,分发；分送；分布,v
reason,,理由；理性 v. 推理,n
cross,,穿过；使交叉,v
development,,发展；生长；开发,n
sour,,酸的；脾气坏的,adj
disadvantage,,不利；不利地位,n
flush,,（脸）发红,v
minor,,较小的；较次要的,adj
canvas,,粗帆布；一块油画布,n
medical,,医学的；内科的,adj
economical,,节约的；经济的,adj
could,,能；会；可以（can的过去式）,modal
oppress,,压迫；压制；压抑,v
acute,,敏锐的,adj
latin,,拉丁的 n. 拉丁语,adj
rough,,表面不平的；粗略的,adj
merchant,,商人；零售商,n
other,,另外的；其余的,adj
progressive,,进步的；向前进的,adj
heal,,治愈；使和解,v
competition,,竞争；比赛,n
court,,法院；法庭；庭院,n
drink,,饮 n. 饮料,v
ball,,球；球状物；舞会,n
organize,,组织；编组,v
remain,,剩下；余留；保持,v
chart,,图；图表；海图,n
interference,,干涉；干预；阻碍,n
dock,,船坞；码头,n
anchor,,锚 v. 抛锚；停泊,n
breast,,乳房；胸脯；胸膛,n
glance,,看一下 n. 一瞥,v
announce,,宣布；宣告；发表,v
join,,参加；连接,v
poor,,贫穷的；贫乏的,adj
reference,,参考；提及,n
delete,,删除；擦掉,v
digest,,消化；领会 n. 文摘,v
great,,大的；伟大的,adj
nut,,坚果；干果；螺母,n
gun,,枪；炮；手枪,n
urge,,催促；推进 n. 冲动,v
but,,但是；可是,conj
ought,,应当；应该,modal
impossible,,不可能的；办不到的,adj
real,,真的；现实的,adj
score,,得分；比数；成绩,n
devise,,设计；发明,v
equipment,,装备；设备；配备,n
luck,,好运；幸运；运气,n
absolutely,,完全地；绝对地,adv
queue,,行列 v. 排队等候,n
rural,,农村的；田园的,adj
office,,办公室；处；局；社,n
sore,,痛的；恼火的 n. 疮,adj
confuse,,使混乱；混淆,v
neighbourhood,,附近地区（的居民）；邻近,n
japanese,,日本的 n. 日本人,adj
fulfil,,履行；满足；完成,v
chocolate,,巧克力；巧克力糖,n
chicken,,鸡；鸡肉,n
limited,,有限的,adj
kilometre,,千米；公里,n
separate,,分离的；个别的,adj
campus,,校园；学校场地,n
blanket,,毛毯；毯子；羊毛毯,n
frequently,,时常；常常,adv
thermometer,,温度计；寒暑表,n
undoubtedly,,无容置疑；肯定地,adv
market,,市场；集市；销路,n
big,,大的；巨大的,adj
half,,半；一半 adj. 一半的,n
blade,,刀刃；刀片；叶片,n
afraid,,害怕的；担心的,adj
cinema,,电影院；电影；影片,n
stiff,,硬的；僵直的,adj
librarian,,图书馆馆长,n
lamp,,灯,n
hostile,,不友善的；敌方的,adj
line,,线；线条；排；路线,n
extensive,,广阔的；广泛的,adj
bet,,打赌 n. 打赌,v
prove,,证明；结果是,v
sway,,摇动,v
locomotive,,火车头；机车,n
along,,沿着 adv. 向前,prep
oven,,炉；灶；烘箱,n
bury,,埋葬；葬；埋藏,v
arrow,,箭；箭状物；〔指示方向的〕箭号；箭头（符号）,n
green,,绿色的 n. 绿色,adj
logic,,逻辑；推理；逻辑性,n
fluid,,流体；液体,n
press,,压；按；按；揿；催促,v
firm,,商行；商号；公司,n
funeral,,葬礼；丧礼；丧葬,n
compile,,编辑；编制；搜集,v
grey,,灰色的 n. 灰色,adj
claw,,爪；脚爪；螯,n
fluent,,流利的；流畅的,adj
prominent,,突出的；凸起的,adj
bitterly,,苦苦地；悲痛地,adv
dissatisfy,,使不满；使不平,v
embrace,,拥抱；包括,v
defence,,防御；防务；辩护,n
trade,,贸易；职业 v. 交易,n
owe,,欠；应把…归功于,v
gray,,灰色的 n. 灰色,adj
digital,,数字的；计数的,adj
gradually,,逐渐地；逐步地,adv
ax,,斧子,n
estimate,,估计；评价 n. 估计,v
avoid,,避免；躲开,v
acceleration,,加速；加速度,n
also,,而且；还；亦；也,adv
subway,,地道；地下铁路,n
circumference,,圆周；周长；圆周线,n
seek,,寻找；探索；试图,v
require,,需要；要求；命令,v
bounce,,反跳；弹起；跳起,v
minister,,部长；大臣；公使,n
miracle,,奇迹；令人惊奇的人,n
clothe,,给…穿衣服,v
newly,,新近；最近,adv
confidence,,信任；信赖；信心,n
lack,,缺乏；不足 v. 缺乏；不足,n
bureau,,局；司；处；社；所,n
detection,,察觉；发觉；侦察,n
jury,,陪审团；评奖团,n
difference,,差别；差；分歧,n
hope,,希望 n. 希望,v
grant,,授给物 v. 授予,n
insufficient,,不足的；不适当的,adj
cheerful,,快乐的；愉快的,adj
committee,,委员会；全体委员,n
east,,东；东部 adv. 在东方,n
pronunciation,,发音；发音法,n
photo,,照片；相片,n
occupation,,职业；占领；占据,n
document,,公文；文件；证件,n
popular,,流行的；民众的,adj
resume,,重新开始；恢复,v
eyesight,,视力；目力,n
canal,,运河；沟渠；管,n
obviously,,明显地；显然地,adv
please,,使高兴；请满意,v
breeze,,微风；和风,n
mechanic,,技工；机械；机修工,n
beside,,在…旁边,prep
lid,,盖子；盖；囊盖,n
percent,,百分之…,adj
englishman,,英国男子,n
mature,,成熟的 v. 使成熟,adj
basketball,,篮球运动；篮球,n
orbit,,运行轨道 v. 环绕,n
govern,,统治；治理；支配,v
expose,,使暴露；揭露,v
nod,,点（头）；点头表示,v
ash,,灰；灰末；骨灰,n
privilege,,特权；优惠,n
grocer,,食品商；杂货商,n
numerous,,为数众多的；许多,adj
swift,,快的；反应快的,adj
arise,,出现；由…引起,v
foremost,,最初的；第一流的,adj
wage,,开展（运动）,v
implication,,含义；暗示；暗指,n
childish,,孩子的；幼稚的,adj
name,,名字；名誉 v. 说出,n
prefer,,更喜欢,v
exact,,确切的；精确的,adj
often,,经常；常常,adv
residence,,居住；驻扎；住处,n
flood,,洪水 v. 淹没,n
generation,,一代；一代人；产生,n
permanent,,永久的；持久的,adj
genius,,天才；天赋；天资,n
desert,,沙漠 v. 离弃；擅离,n
nerve,,神经；勇敢；胆量,n
northern,,北方的；北部的,adj
specialize,,成为…专家；专攻,v
emergency,,紧急情况；突然事件,n
hen,,母鸡；雌禽,n
act,,行动；见效 n. 行为,v
one,,一 pron. 一个人,num
argument,,争论；辩论；理由,n
painter,,画家；绘画者；漆工,n
division,,分；分配；除法,n
burst,,使爆裂 n. 爆炸,v
closely,,紧密地；接近地,adv
church,,教堂；礼拜堂；教会,n
track,,行踪；路径；轨道,n
chase,,追逐；追赶；追求,n
note,,笔记；便条；注释,n
attract,,吸引；引起……的兴趣；诱惑,v
both,,两者（都）,pron
brilliant,,光辉的；卓越的,adj
consume,,消耗；消费；消灭,v
axis,,轴；轴线；中心线,n
plastic,,可塑的 n. 塑料,adj
relation,,关系；联系；家属,n
succession,,连续；继任；继承,n
weaken,,削弱,v
officer,,官员；干事；军官,n
keep,,保持；坚持,v
electronics,,电子学,n
optimistic,,乐观的；乐观主义的,adj
permission,,允许；许可；同意,n
brick,,砖；砖块；砖状物,n
loose,,松的；宽松的,adj
welfare,,幸福；福利,n
paper,,纸；官方文件；文章,n
former,,在前的 n. 前者,adj
truth,,事实；真理；真实性,n
impose,,把…强加；征（税）,v
neglect,,疏忽；忽视；忽略,v
harm,,伤害；损害 v. 损害,n
pie,,（西点）馅饼,n
pioneer,,拓荒者；先驱者,n
mystery,,神秘；神秘的事物,n
determination,,决心；决定；确定,n
reply,,回答；答复 n. 回答；答复,v
department,,部；司；局；处；系,n
cake,,饼；糕；蛋糕,n
parcel,,包裹；小包；邮包,n
status,,地位；身分,n
edge,,边缘；边；刀口,n
refusal,,拒绝,n
kettle,,水壶；锅,n
positive,,积极的；确定的,adj
gaze,,凝视；盯；注视,v
close,,关；闭；结束,v
presence,,出席；到场；在,n
production,,生产；总产量,n
foolish,,愚蠢的；鲁莽的,adj
found,,创立；创办；建立,v
whisper,,低声地讲,v
gather,,聚集；集合；收集,v
captive,,俘虏；被监禁的人,n
colonel,,陆军上校；中校,n
hateful,,可恨的；可恶的,adj
routine,,例行公事 adj. 日常的,n
mess,,混乱；混杂；肮脏,n
pronounce,,发…的音；宣布,v
correspond,,相符合；相当,v
blank,,空白的 n. 空白,adj
consequence,,结果；后果,n
hello,,喂,int
slit,,裂缝 v. 切开；撕开,n
chalk,,白垩；粉笔,n
midday,,正午；中午,n
despise,,鄙视；蔑视,v
humour,,幽默；诙谐；幽默感,n
volt,,伏特；伏,n
roller,,滚筒；滚轴；滚柱,n
navigation,,航行；航海术,n
establishment,,建立；设立；确立,n
needle,,针；编织针,n
torch,,手电筒；火炬；火把,n
another,,再一个的；别的,det
bubble,,泡 v. 冒泡；沸腾,n
vary,,改变；使多样化,v
finger,,手指；指状物,n
charming,,迷人的；可爱的,adj
abstract,,抽象的 n. 摘要,adj
endless,,无止境的,adj
fast,,快的；偏快的 adv. 快,adj
painful,,使痛的；费力的,adj
import,,输入；进口 v. 输入；进口,n
additional,,附加的；追加的,adj
die,,死；死亡；灭亡,v
abnormal,,不正常的；变态的,adj
peasant,,农民,n
hydrogen,,氢,n
heel,,脚后跟；踵；中文释义: 后跟,n
base,,基础；底层；基地,n
uncover,,揭开…的盖子,v
interior,,内的；内地的内部 n. 内部,adj
chain,,链；链条,n
slippery,,滑的；使人滑跤的,adj
historical,,历史的；有关历史的,adj
mechanically,,机械地,adv
myself,,我自己；我亲自,pron
signal,,信号 v. 发信号,n
thoughtful,,体贴的；沉思的,adj
discipline,,纪律；训练 v. 训练,n
draft,,草稿；汇票 v. 起草,n
performance,,演出；表现；履行,n
workshop,,车间；工场；创作室,n
listener,,听众之一；听者,n
paint,,（给…）上油漆；画；绘画,v
generate,,发生；引起,v
resist,,抵制；抵抗,v
sensitive,,敏感的；灵敏的,adj
perform,,演出；履行；执行,v
fertilizer,,肥料,n
reinforce,,加强；增援；支援,v
recognize,,认识；认出；承认,v
okay,,对；好,convention
police,,警察；警察当局,n
forth,,向前；向外；往外,adv
reproduce,,繁殖；生殖,v
framework,,框架；构架；结构,n
gracious,,有礼貌的；仁慈的,adj
screw,,螺旋；螺丝 v. 拧紧,n
pause,,中止；暂停 v. 中止；暂停,n
cheese,,奶酪；干酪,n
sleeve,,袖子；袖套,n
donkey,,驴,n
vacant,,空的；未被占用的,adj
expense,,花费；消费；费用,n
lead,,铅；铅制品,n
friendship,,友谊；友好,n
bare,,赤裸的；仅仅的,adj
athlete,,运动员；田径运动员,n
regarding,,关于,prep
commonly,,普通地；一般地,adv
magic,,魔法；巫术；戏法,n
cook,,烹调；煮；烧菜,v
intend,,想要；打算；意指,v
powder,,粉末；药粉；火药,n
pitch,,沥青,n
ninth,,第九 n. 九分之一,num
filter,,过滤 n. 过滤器,v
deal,,买卖；待遇,n
collect,,收集；收款,v
conjunction,,接合；连接；连接词,n
bond,,债券；公债；联结；联系,n
jail,,监狱 v. 监禁,n
arrangement,,安排；整理；排列,n
competent,,有能力的,adj
section,,切片；一段；部分；部门,n
confusion,,混乱；骚乱；混淆,n
mercy,,仁慈；慈悲；恩惠,n
successive,,连续的；接连的,adj
pour,,灌；倒；倾泻,v
couple,,夫妇；（一）对；几个,n
mention,,提及；说起 n. 提及；说起,v
stake,,赌金；桩；奖品,n
decide,,决定；决心；解决,v
conscious,,意识到的；有意的,adj
companion,,同伴；共事者；伴侣,n
football,,足球,n
careful,,仔细的；细致的,adj
receive,,得到；收到；接待,v
nowhere,,任何地方都不,adv
settle,,安排；安放；调停,v
sign,,符号；招牌 v. 签名,n
hide,,把…藏起来；隐瞒,v
architecture,,建筑式样；建筑学,n
daylight,,白昼；日光；黎明,n
entitle,,给…权利（或资格）,v
legend,,传说；传奇,n
appropriate,,适当的；恰当的,adj
crust,,面包皮；硬外皮,n
existence,,存在；实在；生活,n
territory,,领土；版图；领域,n
outlet,,出口；出路；排遣,n
compare,,比较；对照；比作,v
emotional,,感情的；情绪的,adj
subtract,,减；减去；去掉,v
italian,,意大利的 n. 意大利人,adj
density,,密集；稠密；密度；〔物质的〕密度,n
drunk,,醉的；陶醉的,adj
magazine,,杂志；期刊,n
patience,,忍耐；容忍；耐心,n
direction,,方向；方位；指导,n
job,,职业；工作；零活,n
practise,,练习；实习；训练,v
slope,,倾斜；斜面 v. 倾斜,n
ankle,,踝；踝节部,n
dead,,死的；无生命的,adj
sphere,,球；圆体；范围,n
me,,（宾格）我,pron
develop,,发展；形成；开发,v
immense,,巨大的；极好的,adj
rabbit,,兔子,n
outset,,开始；开端,n
disguise,,隐瞒；掩埋 n. 假装,v
brisk,,活泼的；清新的,adj
keyboard,,键盘,n
onion,,洋葱；洋葱头,n
energy,,活力；精力；能；能量,n
shriek,,尖声喊叫 n. 尖叫声,v
elaborate,,复杂的；精心制作的,adj
horse,,马；马科动物,n
requirement,,需要；要求,n
grain,,谷物；谷粒；颗粒,n
moment,,时刻；片刻；瞬间,n
occurrence,,发生；出现；事件,n
deed,,行为；功绩；劣迹；契约,n
owl,,猫头鹰；枭,n
isolate,,使隔离；使孤立,v
collection,,收藏品；搜集；收集,n
container,,容器；集装箱,n
knife,,小刀；刀；餐刀,n
ignore,,不顾；不理；忽视,v
sufficient,,足够的；充分的,adj
proposal,,提议；建议；求婚,n
milk,,乳；牛奶 v. 挤（奶）,n
exercise,,锻炼；训练 v. 练习,n
shortly,,立刻；简短地,adv
retire,,退休；退职；就寝,v
communist,,共产党员,n
supplement,,增补物；补充物 v. 增补；补充,n
betray,,背叛；辜负；泄漏,v
meal,,膳食；一餐,n
august,,八月,n
during,,在…期间,prep
brief,,短暂的；简短的,adj
astonish,,使惊讶；使吃惊,v
security,,安全工作；安全；安全感,n
tremble,,发抖；哆嗦；摇动,v
inferior,,下等的；劣等的,adj
marble,,大理石,n
inventor,,发明者；发明家,n
metal,,金属；金属制品,n
efficiency,,效率；效能；功效,n
high,,高的；高级的 adv. 高,adj
born,,天生的；出生的,adj
destroy,,破坏；消灭；打破,v
heating,,加热；供暖,n
comprise,,包含；包括；构成,v
ease,,容易；舒适 v. 缓和,n
liberation,,解放,n
wholly,,完全地；全部,adv
split,,被劈开；劈开,v
basin,,洗脸盆；盆；盆地,n
weed,,杂草；野草 v. 除草,n
calm,,静的；平静的,adj
sweater,,厚运动衫；毛线衫,n
shear,,剪；剥夺,v
swallow,,燕子,n
greet,,问候；招呼；反应,v
practical,,实践的；实用的,adj
basically,,基本上,adv
conductor,,售票员；（乐队）指挥,n
naturally,,自然地；天然地,adv
undertake,,从事；承担；保证,v
despair,,绝望 v. 绝望,n
nose,,鼻子,n
morning,,早晨；上午,n
mild,,温柔的；和缓的,adj
interrupt,,打断；打扰；中止,v
period,,时期；学时；句号,n
loaf,,一条面包；一个面包,n
resistance,,抵抗；抵制；抵抗力,n
enforce,,实施；执行；强制,v
definitely,,一定地；明确地,adv
flow,,流动；飘垂；涨潮,v
grow,,增长；生长,v
federal,,联邦的；联盟的,adj
agent,,代理人；代理商,n
lively,,活泼的,adj
utility,,效用；有用；实用,n
establish,,建立；设立；确立,v
distinct,,与其它不同的,adj
interval,,间隔；休息；间距,n
motor,,发动机；机动车,n
brute,,禽兽；畜生,n
account,,记述；解释；账目,n
gramme,,克（重量单位）,n
absence,,缺席；不在场；缺乏,n
operation,,手术；操作；运算,n
crash,,碰撞；坠落 n. 碰撞,v
beef,,牛肉；菜牛,n
heap,,（一）堆；大量,n
deposit,,使沉淀；存放,v
displease,,使不愉快；使生气,v
appoint,,任命；委任；约定,v
bound,,一定的；有义务的,adj
merely,,仅仅；只不过,adv
besides,,adv；而且；除…之外,prep
park,,公园；停车场,n
nineteen,,十九；十九个,num
depress,,使沮丧；按下,v
cry,,哭；哭泣；叫喊,v
into,,进；入；进入到,prep
maths,,（英）数学,n
significance,,意义；意味；重要性,n
bag,,袋；包；钱包；背包,n
crack,,裂缝；裂纹 v. 爆裂,n
certainty,,必然；肯定,n
lazy,,懒惰的；懒散的,adj
effect,,结果；效果；效力,n
hurt,,使受伤；使痛心,v
block,,街区 v. 堵塞；拦阻,n
hillside,,（小山）山腰；山坡,n
specialist,,专家,n
worm,,虫；蠕虫,n
dictionary,,词典；字典,n
cabbage,,洋白菜；卷心菜,n
date,,日期 v. 注…日期,n
warmth,,暖和；温暖；热烈,n
latter,,（两者中）后者的,adj
indoors,,在室内；在屋里,adv
helicopter,,直升机,n
leg,,腿；腿部,n
quality,,质量；品质；特性,n
command,,命令；指挥；控制,v
preference,,偏爱；优先；优先权,n
actually,,实际上；竟然,adv
secondary,,第二的；次要的,adj
academy,,专科院校；私立中学,n
report,,报告；汇报,v
magnet,,磁铁；磁石；磁体,n
none,,没有人；没有一点 adv. 毫不,pron
large,,大的；巨大的,adj
corporation,,公司；企业；社团,n
thorough,,彻底的；详尽的,adj
chin,,颏；下巴,n
nearby,,附近的 adv. 在附近,adj
react,,作出反应；有影响,v
map,,地图；图；天体图,n
vinegar,,醋,n
article,,文章；物品；条款,n
angle,,角；角度,n
zone,,地区；区域；范围,n
rail,,横条；横杆；铁轨,n
holy,,神圣的；圣洁的,adj
copy,,抄件 v. 抄写；复制,n
elephant,,象,n
hasten,,催促；赶紧,v
helpless,,无助的；无能的,adj
mutter,,轻声低语；抱怨,v
musical,,音乐的,adj
silk,,蚕丝；丝；丝织品,n
agency,,经办；代理；代理处,n
conflict,,争论；冲突；斗争,n
anything,,任何事物；一切,pron
outskirt,,外边；郊区,n
peculiar,,特有的；特别的,adj
index,,索引；指数；指标,n
anxious,,忧虑的；渴望的,adj
likely,,可能的 adv. 很可能,adj
mat,,席子；草席；垫子,n
cushion,,垫子；坐垫；靠垫,n
flock,,羊群；群；大量,n
mislead,,将…引入歧途；误导,v
vague,,模糊的；含糊的,adj
generator,,发电机；发生者,n
concrete,,混凝土；具体物,n
scatter,,撒；散播；使消散,v
brake,,闸；刹车 v. 制动,n
brain,,脑；脑髓；脑力,n
commander,,司令官；指挥员,n
arrest,,逮捕；拘留；阻止,v
limb,,肢；臂；翼；树枝,n
highway,,公路；大路,n
quite,,完全；相当；的确,adv
disposal,,丢掉；处理；销毁,n
analyse,,分析；分解；解析,v
flight,,航班；飞行；逃跑,n
consistent,,坚持的；一贯的,adj
repetition,,重复；反复,n
inform,,通知；向…报告,v
flat,,平的；扁平的,adj
idea,,想法；思想；意见,n
blue,,蓝色的 n. 蓝色,adj
married,,已婚的；婚姻的,adj
kitchen,,厨房；灶间,n
bridge,,桥；桥梁；桥牌,n
spare,,抽出；拨出；留出；匀出 adj. 多余的,v
deepen,,加深；深化,v
anyone,,任何人,pron
envelope,,信封；封套；封皮,n
glare,,瞪眼 n. 瞪眼,v
fault,,缺点；过失；故障,n
calculation,,计算；计算结果,n
driver,,驾驶员；司机,n
airport,,机场；航空站,n
intermediate,,中级的；中间的,adj
location,,位置；场所,n
unlike,,不同的 prep. 不象…,adj
detect,,察觉；发觉；侦察,v
fresh,,新的；新鲜的,adj
chance,,机会；机遇；可能性,n
cement,,水泥；胶泥 v. 粘结,n
release,,释放；放松；发表,v
extra,,额外的 adv. 特别地,adj
drill,,钻头；操练 v. 钻孔,n
accessary,,同谋；从犯,n
dwelling,,住处；寓所,n
hardly,,几乎不；简直不,adv
dance,,跳舞；摇晃 n. 舞,v
atomic,,原子的；原子能的,adj
omit,,省略；省去；遗漏,v
neck,,颈；脖子,n
lady,,女士；夫人；贵妇人,n
announcer,,播音员,n
engineering,,工程；工程学,n
formula,,公式；式,n
law,,法律；法令；法则,n
lieutenant,,陆军中尉；副职官员,n
dependent,,依靠的；依赖的,adj
utmost,,最大的 n. 极限,adj
begin,,开始,v
cooperate,,合作；协作；配合,v
rush,,冲；奔；催促,v
grieve,,悲痛；使悲痛,v
gymnasium,,体育馆；健身房,n
brim,,边；边缘；帽沿,n
variety,,多样化；种类；变种,n
construct,,建造；建设；构筑,v
ant,,蚂蚁,n
lovely,,可爱的；令人愉快的,adj
principle,,原则；原理,n
shelter,,隐蔽处；掩蔽；庇护,n
uniform,,一样的 n. 制服,adj
promise,,诺言 v. 允诺,n
handkerchief,,手帕,n
international,,国际的；世界（性）的,adj
shade,,荫；遮光物 v. 荫蔽,n
country,,国家；国土；农村,n
punctual,,严守时刻的；准时的,adj
bend,,使弯曲；弯曲,v
diligent,,勤勉的；勤奋的,adj
learned,,有学问的；学术上的,adj
prescribe,,开处（方）；命令,v
gum,,口香糖；树胶,n
lock,,锁 v. 锁上；锁住,n
relativity,,相对性；相对论,n
moon,,月球；月亮；卫星,n
internal,,国内的；内的,adj
tale,,故事；传说,n
accent,,口音；腔调；重音,n
say,,比如说[用于举例],v
brandy,,白兰地酒,n
meaning,,意义；意思；意图,n
peaceful,,安静的；和平的,adj
bomb,,炸弹 v. 轰炸,n
fry,,油煎；油炸；油炒,v
lessen,,减少；减轻；缩小,v
finance,,财政；金融；财源,n
maintenance,,维修；维持；保持,n
squeeze,,压；挤；捏；榨；压榨,v
hill,,小山；山岗；丘陵,n
tense,,时态；时,n
fare,,车费；船费；票价,n
tend,,照管；照料；护理,v
passion,,强烈的情感；激情；强烈的爱好；热爱,n
brand,,品牌；烙印 v. 铭刻,n
temptation,,诱惑；引诱,n
correction,,改正；纠正；修改,n
cease,,停止；停息 n. 停止；停息,v
shed,,流出；散发；脱落,v
america,,美洲；美国,n
directly,,直接地；立即,adv
camera,,照相机；摄影机,n
analysis,,分析；分解；解析,n
intentional,,故意的；有意识的,adj
jazz,,爵士音乐；爵士舞曲,n
unity,,单一；统一；团结,n
trial,,审判；试；试验,n
beggar,,乞丐；穷人,n
amongst,,在…之中（among）,prep
colony,,殖民地；侨居地,n
north,,北；北方 adj. 北方的,n
synthetic,,综合的；合成的,adj
strain,,拉紧；尽力,v
funny,,滑稽的；古怪的,adj
camp,,野营；营地；兵营,n
circuit,,环行；电路,n
arrange,,筹备；整理,v
button,,扣子；按钮 v. 扣紧,n
classical,,古典的；经典的,adj
consequently,,因此；因而；所以,adv
reservoir,,水库；蓄水池,n
vision,,视力；想象力；梦幻,n
friday,,星期五,n
headline,,大字标题；新闻提要,n
product,,产品；产物；（乘）积,n
flexible,,易弯曲的；灵活的,adj
ridge,,岭；山脉；脊；垄,n
objection,,反对；异议；不喜欢,n
bucket,,水桶；吊桶；铲斗,n
need,,需要,v
exceed,,超过；胜过；超出,v
official,,官员的；官方的,adj
obvious,,明显的；显而易见的,adj
leave,,离去,v
wrist,,腕；腕关节,n
hence,,因此；所以；今后；今后,adv
journalist,,记者；新闻工作者,n
profit,,利润；益处 v. 得益,n
compel,,强迫；迫使屈服,v
marine,,海的；海上的,adj
cable,,缆；索；电缆；电报,n
key,,钥匙；键；答案,n
rear,,后部；后面；背面,n
birth,,分娩；出生；出身,n
much,,非常；很 det. 许多的,adv
pardon,,原谅；赦免 v. 原谅,n
phrase,,短语；习惯用语,n
pan,,平底锅；烤盘,n
jewel,,宝石；宝石饰物,n
similar,,相似的；类似的,adj
sword,,剑；刀,n
wander,,漫游；迷路；离题,v
frighten,,使惊恐；吓唬,v
citizen,,公民；市民；居民,n
i,,（主格）我,pron
weakness,,弱点；虚弱；软弱,n
exchange,,交换；交流 n. 交换,v
witness,,证据；证人 v. 目击,n
japan,,日本；日本国,n
picture,,画；图片 v. 画,n
cabin,,小屋；船舱；机舱,n
minute,,分；分钟；一会儿,n
achieve,,完成；实现；达到,v
characteristic,,特有的 n. 特性,adj
semiconductor,,半导体,n
minus,,负面的；使显得有缺陷的 prep. 减（去）,adj
silly,,傻的；愚蠢的,adj
hungry,,饥饿的；渴望的,adj
odd,,奇数的；单只的,adj
traffic,,交通；通行；交通量,n
unconscious,,不省人事的,adj
reading,,读书；读；阅读,n
carbon,,碳,n
senate,,参议院；上院,n
physician,,医生；内科医生,n
proportional,,比例的；相称的,adj
pace,,步；步速 v. 踱步,n
harness,,控制[利用]〔自然力等〕 n. 马具；挽具,v
suspect,,怀疑；疑心,v
license,,许可；执照 v. 准许,n
little,,小的；少；幼小的,adj
accelerate,,（使）加快；促进,v
steep,,险峻的；陡峭的,adj
africa,,非洲,n
organism,,生物体；有机体,n
county,,英国的郡；美国的县,n
globe,,地球；世界；地球仪,n
food,,食物；食品；养料；精神食粮,n
machine,,机器；机械,n
bore,,使厌烦；钻；挖,v
measure,,量；测量 n. 掂出某人的分量,v
reform,,改革；改良 n. 改革；改良,v
radius,,半径,n
fist,,拳（头）,n
nuisance,,讨厌的人（东西）,n
distinction,,差别；不同；区分,n
mosquito,,蚊子,n
typewriter,,打字机,n
accordance,,按照某事物,n
plus,,加；加上 adj. 正的,prep
policeman,,警察,n
christmas,,圣诞节,n
interest,,兴趣；利益；利息,n
greenhouse,,温室；玻璃暖房,n
farewell,,再会 n. 告别,int
him,,（宾格）他,pron
shelf,,搁板；架子,n
later,,后来；过一会儿,adv
fashion,,风尚；方式,n
daily,,每日的 n. 日报,adj
outside,,外部；外表 adj. 外部的,n
principal,,主要的 n. 负责人,adj
mine,,我的,pron
farmer,,农民；农夫；农场主,n
alter,,改变；变更；改做,v
asia,,亚洲,n
twist,,捻；拧 n. 扭弯,v
playground,,操场；运动场,n
guidance,,引导；指导；领导,n
evaporate,,使蒸发,v
upright,,垂直的；正直的,adj
honour,,光荣；尊敬；敬意,n
rescue,,营救；解救；救援 n. 营救；解救；救援,v
evolution,,进化；演化；发展,n
stocking,,长（筒）袜,n
instrument,,工具；仪器；乐器,n
nice,,美好的；令人愉快的,adj
faculty,,系；科；才能；能力,n
auto,,（口语）汽车,n
phone,,电话；电话机,n
preserve,,保护；保存；腌渍,v
undo,,解开；打开；取消,v
liver,,肝；肝脏,n
distance,,距离；间距；远处,n
due,,预期的；应给的,adj
cat,,猫；猫科动物,n
capacity,,容量；能力,n
offer,,提供；提出 n. 提供,v
conference,,会议；讨论会,n
embarrass,,使窘迫；使为难,v
body,,身体；尸体；主体,n
holiday,,假期；假日；节日,n
glass,,玻璃；玻璃杯,n
royal,,王的；皇家的,adj
wave,,波；波涛 v. 波动；挥动；摆动,n
different,,差异的；各种的,adj
cut,,切；割；剪；减少,v
praise,,赞扬；赞美 v. 赞扬,n
monitor,,班长；监视器,n
dawn,,黎明；开端 v. 破晓,n
oar,,浆；橹,n
kneel,,跪；跪下；跪着,v
ordinary,,平常的；平凡的,adj
postage,,邮费；邮资,n
component,,组成部分；成分；组件,n
hit,,打；碰撞 n. 击,v
cheer,,使振作；欢呼,v
pass,,经过；通过；度过,v
level,,水平面 adj. 水平的,n
anywhere,,在什么地方,adv
affect,,影响；感动,v
deer,,鹿,n
every,,每一的；每隔…的,det
a,,一（个）；每一（个）,art
bar,,酒吧间；条；杆；栅,n
plenty,,丰富；充足；大量,pron
baggage,,行李,n
pint,,品脱,n
reserve,,预定；储备；保留,v
fly,,蝇；苍蝇 v. 飞行,n
friend,,朋友；友人,n
any,,什么；一些；任何的,adj
expand,,扩大；使膨胀,v
nurse,,护士；保姆 v. 看护,n
toilet,,厕所；盥洗室；浴室,n
creep,,爬行；缓慢地行进,v
prompt,,及时的 v. 敦促,adj
goods,,货物；商品,n
career,,生涯；职业；经历,n
museum,,博物馆；展览馆,n
coast,,海岸；海滨（地区）,n
diamond,,金钢石；钻石；菱形,n
increasingly,,日益；越来越多地,adv
spill,,使溢出,v
comprehension,,理解；理解力；领悟,n
consciousness,,意识；觉悟；知觉,n
chest,,胸腔；胸膛；箱子,n
otherwise,,否则；要不然,adv
movement,,动作；活动；移动,n
bowl,,碗；钵；碗状物,n
bat,,球拍；蝙蝠,n
somewhat,,有点,adv
ancestor,,祖宗；祖先,n
liberal,,心胸宽大的；慷慨的,adj
far,,远的 adv. 远；遥远,adj
battle,,战役；斗争 v. 作战,n
